year,kecamatan,jenis_kejahatan,crime_total
2026,JAGAKARSA,Pencurian Dengan Pemberatan ( Curat ),37
2026,JAGAKARSA,Pencurian Ringan,1
2026,JAGAKARSA,Pengancaman,5
2026,JAGAKARSA,Penganiayaan,12
2026,JAGAKARSA,Penganiayaan Berat ( Anirat ),2
2026,JAGAKARSA,Pengeroyokan,6
2026,JAGAKARSA,Pengerusakan,1
2026,JAGAKARSA,Penggelapan,20
2026,JAGAKARSA,Penghinaan,2
2026,JAGAKARSA,Penipuan / Perbuatan Curang,43
2026,JAGAKARSA,Penyebaran Berita Bohong ( Hoax ),1
2026,JAGAKARSA,Penyerobotan Tanah,3
2026,JAGAKARSA,Perbankan,1
2026,JAGAKARSA,Perbuatan Yang Tidak Menyenangkan,1
2026,JAGAKARSA,Perkelahian Pelajar / Mahasiswa,1
2026,JAGAKARSA,Perkosaan,2
2026,JAGAKARSA,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,2
2026,JAGAKARSA,Perzinahan,1
2026,JAGAKARSA,Terorisme,1
2026,JAGAKARSA,Tindak Pidana Transfer Dana,1
2026,JAGAKARSA,UNCLASSIFIED,203
2026,JATINEGARA,Cabul,2
2026,JATINEGARA,Curanmor R-2,7
2026,JATINEGARA,Kejahatan Terkait Perlindungan Data Pribadi,2
2026,JATINEGARA,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),2
2026,JATINEGARA,Kejahatan terkait Tenaga Kesehatan,1
2026,JATINEGARA,Kekerasan Dalam Rumah Tangga,3
2026,JATINEGARA,Manipulasi data autentik secara elektronik (ITE),72
2026,JATINEGARA,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,1
2026,JATINEGARA,Narkotika ( Narkoba ),35
2026,JATINEGARA,Pemalsuan Mata Uang Dan Uang Kertas,1
2026,JATINEGARA,Pemalsuan Surat Otentik,2
2026,JATINEGARA,Pemerasan,4
2026,JATINEGARA,Pemerasan Dan Pengancaman,2
2026,JATINEGARA,Pencemaran Nama Baik,7
2026,JATINEGARA,Pencurian Biasa,77
2026,JATINEGARA,Pencurian Dengan Pemberatan ( Curat ),30
2026,JATINEGARA,Pencurian Ringan,1
2026,JATINEGARA,Pencurian dalam lingkungan keluarga,1
2026,JATINEGARA,Pengancaman,2
2026,JATINEGARA,Penganiayaan,36
2026,JATINEGARA,Penganiayaan Berat ( Anirat ),1
2026,JATINEGARA,Pengeroyokan,16
2026,JATINEGARA,Pengerusakan,1
2026,JATINEGARA,Penggelapan,25
2026,JATINEGARA,Penghinaan,1
2026,JATINEGARA,Penipuan / Perbuatan Curang,34
2026,JATINEGARA,Penyekapan,2
2026,JATINEGARA,Perampasan ( Premanisme ),2
2026,JATINEGARA,Perbankan,1
2026,JATINEGARA,Perkosaan,1
2026,JATINEGARA,Perzinahan,1
2026,JATINEGARA,Tindak Pidana Dalam Perlindungan Anak,2
2026,JATINEGARA,UNCLASSIFIED,214
2026,JOHAR BARU,Curanmor R-2,2
2026,JOHAR BARU,Kejahatan Tentang Penghapusan Diskriminasi Ras Dan Etnis,1
2026,JOHAR BARU,Kejahatan Terhadap Jiwa Orang / Pembunuhan,1
2026,JOHAR BARU,Kejahatan Terkait Perlindungan Data Pribadi,1
2026,JOHAR BARU,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2026,JOHAR BARU,Kekerasan Dalam Rumah Tangga,2
2026,JOHAR BARU,Kekerasan Seksual (KDRT),1
2026,JOHAR BARU,Manipulasi data autentik secara elektronik (ITE),4
2026,JOHAR BARU,Narkotika ( Narkoba ),9
2026,JOHAR BARU,Pemerasan,1
2026,JOHAR BARU,Pencurian Biasa,9
2026,JOHAR BARU,Pencurian Dengan Pemberatan ( Curat ),20
2026,JOHAR BARU,Pencurian Ringan,2
2026,JOHAR BARU,Pengancaman,2
2026,JOHAR BARU,Penganiayaan,5
2026,JOHAR BARU,Penganiayaan Berat ( Anirat ),1
2026,JOHAR BARU,Pengeroyokan,11
2026,JOHAR BARU,Penggelapan,10
2026,JOHAR BARU,Penipuan / Perbuatan Curang,24
2026,JOHAR BARU,Perbuatan Yang Tidak Menyenangkan,1
2026,JOHAR BARU,Perkosaan,1
2026,JOHAR BARU,Tindak Pidana Dalam Perlindungan Anak,1
2026,JOHAR BARU,UNCLASSIFIED,75
2026,KALI DERES,Cabul,2
2026,KALI DERES,Judi,1
2026,KALI DERES,Kejahatan Tentang Desain Industri,1
2026,KALI DERES,Kejahatan Tentang Pornografi,1
2026,KALI DERES,Kejahatan Tentang Tenaga Kerja,1
2026,KALI DERES,Kejahatan Terkait Pangan,1
2026,KALI DERES,Kejahatan terkait Tenaga Kesehatan,3
2026,KALI DERES,Kekerasan Dalam Rumah Tangga,11
2026,KALI DERES,Kekerasan Seksual (KDRT),1
2026,KALI DERES,Manipulasi data autentik secara elektronik (ITE),10
2026,KALI DERES,Memasuki Pekarangan Tanpa Ijin,5
2026,KALI DERES,Narkotika ( Narkoba ),22
2026,KALI DERES,Pemerasan,2
2026,KALI DERES,Pemerasan Dan Pengancaman,1
2026,KALI DERES,Pencemaran Nama Baik,13
2026,KALI DERES,Penculikan,1
2026,KALI DERES,Pencurian Biasa,39
2026,KALI DERES,Pencurian Dengan Kekerasan ( Curas ),4
2026,KALI DERES,Pencurian Dengan Pemberatan ( Curat ),38
2026,KALI DERES,Pengancaman,5
2026,KALI DERES,Penganiayaan,37
2026,KALI DERES,Pengeroyokan,12
2026,KALI DERES,Pengerusakan,3
2026,KALI DERES,Penggelapan,34
2026,KALI DERES,Penghinaan,1
2026,KALI DERES,Penipuan / Perbuatan Curang,60
2026,KALI DERES,Penyerobotan Tanah,1
2026,KALI DERES,Perbuatan Yang Tidak Menyenangkan,1
2026,KALI DERES,Perkosaan,1
2026,KALI DERES,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1
2026,KALI DERES,Perzinahan,1
2026,KALI DERES,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1
2026,KALI DERES,Sumpah Palsu Dan Keterangan Palsu,1
2026,KALI DERES,Terhadap ketertiban umum,2
2026,KALI DERES,Tindak Pidana Dalam Perlindungan Anak,4
2026,KALI DERES,Tindak Pidana Transfer Dana,2
2026,KALI DERES,UNCLASSIFIED,182
2026,KEBAYORAN BARU,Cabul,1
2026,KEBAYORAN BARU,Curanmor R-2,18
2026,KEBAYORAN BARU,Kejahatan Tentang Jaminan Fidusia,1
2026,KEBAYORAN BARU,Kejahatan Tentang Pornografi,1
2026,KEBAYORAN BARU,Kejahatan Terkait Perlindungan Data Pribadi,11
2026,KEBAYORAN BARU,Kejahatan terkait Tenaga Kesehatan,1
2026,KEBAYORAN BARU,Kekerasan Dalam Rumah Tangga,9
2026,KEBAYORAN BARU,Kekerasan Seksual (KDRT),3
2026,KEBAYORAN BARU,Korupsi ( Tipikor ),1
2026,KEBAYORAN BARU,Manipulasi data autentik secara elektronik (ITE),77
2026,KEBAYORAN BARU,Melawan Putusan Pengadilan,1
2026,KEBAYORAN BARU,Memasuki Pekarangan Tanpa Ijin,6
2026,KEBAYORAN BARU,Mengakibatkan Orang Luka,1
2026,KEBAYORAN BARU,Narkotika ( Narkoba ),22
2026,KEBAYORAN BARU,Pemalsuan Surat Otentik,5
2026,KEBAYORAN BARU,Pembunuhan,1
2026,KEBAYORAN BARU,Pemerasan,2
2026,KEBAYORAN BARU,Pemerasan Dan Pengancaman,4
2026,KEBAYORAN BARU,Penadahan,5
2026,KEBAYORAN BARU,Pencemaran Nama Baik,37
2026,KEBAYORAN BARU,Pencurian Biasa,150
2026,KEBAYORAN BARU,Pencurian Dengan Kekerasan ( Curas ),4
2026,KEBAYORAN BARU,Pencurian Dengan Pemberatan ( Curat ),58
2026,KEBAYORAN BARU,Pencurian Ringan,5
2026,KEBAYORAN BARU,Pengaduan Palsu,2
2026,KEBAYORAN BARU,Pengancaman,8
2026,KEBAYORAN BARU,Penganiayaan,51
2026,KEBAYORAN BARU,Penganiayaan Berat ( Anirat ),2
2026,KEBAYORAN BARU,Pengeroyokan,18
2026,KEBAYORAN BARU,Pengerusakan,2
2026,KEBAYORAN BARU,Penggelapan,72
2026,KEBAYORAN BARU,Penghinaan,3
2026,KEBAYORAN BARU,Penipuan / Perbuatan Curang,102
2026,KEBAYORAN BARU,Penistaan Agama,1
2026,KEBAYORAN BARU,Perbankan,1
2026,KEBAYORAN BARU,Perbuatan Yang Tidak Menyenangkan,2
2026,KEBAYORAN BARU,Percobaan Pencurian,2
2026,KEBAYORAN BARU,Perkosaan,4
2026,KEBAYORAN BARU,Perzinahan,5
2026,KEBAYORAN BARU,Psikotropika ( Narkoba ),1
2026,KEBAYORAN BARU,Sumpah Palsu Dan Keterangan Palsu,2
2026,KEBAYORAN BARU,Tindak Pidana Dalam Perlindungan Anak,2
2026,KEBAYORAN BARU,Tindak Pidana Transfer Dana,2
2026,KEBAYORAN BARU,UNCLASSIFIED,302
2026,KEBAYORAN LAMA,Cabul,3
2026,KEBAYORAN LAMA,Curanmor R-2,6
2026,KEBAYORAN LAMA,Kejahatan Tentang Jaminan Fidusia,1
2026,KEBAYORAN LAMA,Kejahatan Tentang Pornografi,2
2026,KEBAYORAN LAMA,Kejahatan Tentang Tenaga Kerja,1
2026,KEBAYORAN LAMA,Kejahatan Terkait Perlindungan Data Pribadi,4
2026,KEBAYORAN LAMA,Kejahatan Terkait Rahasia Dagang,1
2026,KEBAYORAN LAMA,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2026,KEBAYORAN LAMA,Kejahatan terkait Tenaga Kesehatan,1
2026,KEBAYORAN LAMA,Kekerasan Dalam Rumah Tangga,16
2026,KEBAYORAN LAMA,Kekerasan Seksual (KDRT),4
2026,KEBAYORAN LAMA,Manipulasi data autentik secara elektronik (ITE),60
2026,KEBAYORAN LAMA,Memasuki Pekarangan Tanpa Ijin,5
2026,KEBAYORAN LAMA,Narkotika ( Narkoba ),27
2026,KEBAYORAN LAMA,Pemerasan Dan Pengancaman,2
2026,KEBAYORAN LAMA,Pencemaran Nama Baik,25
2026,KEBAYORAN LAMA,Penculikan,2
2026,KEBAYORAN LAMA,Pencurian Biasa,62
2026,KEBAYORAN LAMA,Pencurian Dengan Kekerasan ( Curas ),1
2026,KEBAYORAN LAMA,Pencurian Dengan Pemberatan ( Curat ),25
2026,KEBAYORAN LAMA,Pencurian Ringan,1
2026,KEBAYORAN LAMA,Pengancaman,5
2026,KEBAYORAN LAMA,Penganiayaan,27
2026,KEBAYORAN LAMA,Pengeroyokan,7
2026,KEBAYORAN LAMA,Pengerusakan,1
2026,KEBAYORAN LAMA,Penggelapan,46
2026,KEBAYORAN LAMA,Penipuan / Perbuatan Curang,48
2026,KEBAYORAN LAMA,Penyekapan,1
2026,KEBAYORAN LAMA,Perampasan ( Premanisme ),1
2026,KEBAYORAN LAMA,Perbankan,1
2026,KEBAYORAN LAMA,Perbuatan Yang Tidak Menyenangkan,2
2026,KEBAYORAN LAMA,Percobaan Pencurian,3
2026,KEBAYORAN LAMA,Perdagangan Manusia / Trafficking In Person / Tppo (dalam Negeri),1
2026,KEBAYORAN LAMA,Perkosaan,3
2026,KEBAYORAN LAMA,Perzinahan,2
2026,KEBAYORAN LAMA,Sumpah Palsu Dan Keterangan Palsu,1
2026,KEBAYORAN LAMA,Tindak Asusila,1
2026,KEBAYORAN LAMA,Tindak Pidana Dalam Perlindungan Anak,2
2026,KEBAYORAN LAMA,Tindak Pidana Transfer Dana,2
2026,KEBAYORAN LAMA,UNCLASSIFIED,211
2026,KEBON JERUK,Cabul,1
2026,KEBON JERUK,Judi,1
2026,KEBON JERUK,Kejahatan Tentang Pornografi,2
2026,KEBON JERUK,Kekerasan Dalam Rumah Tangga,2
2026,KEBON JERUK,Manipulasi data autentik secara elektronik (ITE),24
2026,KEBON JERUK,Memasuki Pekarangan Tanpa Ijin,7
2026,KEBON JERUK,Mengakibatkan Orang Luka,1
2026,KEBON JERUK,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,1
2026,KEBON JERUK,Narkotika ( Narkoba ),23
2026,KEBON JERUK,Pemalsuan Surat Otentik,3
2026,KEBON JERUK,Pemerasan,2
2026,KEBON JERUK,Pemerasan Dan Pengancaman,1
2026,KEBON JERUK,Pencemaran Nama Baik,12
2026,KEBON JERUK,Pencurian Biasa,40
2026,KEBON JERUK,Pencurian Dengan Kekerasan ( Curas ),1
2026,KEBON JERUK,Pencurian Dengan Pemberatan ( Curat ),35
2026,KEBON JERUK,Pencurian Ringan,1
2026,KEBON JERUK,Pengancaman,6
2026,KEBON JERUK,Penganiayaan,26
2026,KEBON JERUK,Penganiayaan Berat ( Anirat ),1
2026,KEBON JERUK,Pengeroyokan,10
2026,KEBON JERUK,Pengerusakan,1
2026,KEBON JERUK,Penggelapan,37
2026,KEBON JERUK,Penghinaan,1
2026,KEBON JERUK,Penipuan / Perbuatan Curang,60
2026,KEBON JERUK,Penistaan Agama,1
2026,KEBON JERUK,Perbuatan Yang Tidak Menyenangkan,1
2026,KEBON JERUK,Terhadap ketertiban umum,3
2026,KEBON JERUK,Tindak Pidana Dalam Perlindungan Anak,4
2026,KEBON JERUK,UNCLASSIFIED,247
2026,KELAPA GADING,Curanmor R-2,2
2026,KELAPA GADING,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),2
2026,KELAPA GADING,Kejahatan Terkait Perlindungan Data Pribadi,1
2026,KELAPA GADING,Kekerasan Dalam Rumah Tangga,1
2026,KELAPA GADING,Manipulasi data autentik secara elektronik (ITE),16
2026,KELAPA GADING,Memasuki Pekarangan Tanpa Ijin,3
2026,KELAPA GADING,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,3
2026,KELAPA GADING,Narkotika ( Narkoba ),5
2026,KELAPA GADING,Pemalsuan Surat Otentik,1
2026,KELAPA GADING,Pemerasan Dan Pengancaman,1
2026,KELAPA GADING,Pencemaran Nama Baik,7
2026,KELAPA GADING,Pencurian Biasa,29
2026,KELAPA GADING,Pencurian Dengan Kekerasan ( Curas ),1
2026,KELAPA GADING,Pencurian Dengan Pemberatan ( Curat ),8
2026,KELAPA GADING,Pencurian Ringan,3
2026,KELAPA GADING,Pengaduan Palsu,2
2026,KELAPA GADING,Pengancaman,4
2026,KELAPA GADING,Penganiayaan,11
2026,KELAPA GADING,Pengeroyokan,7
2026,KELAPA GADING,Penggelapan,43
2026,KELAPA GADING,Penghinaan,2
2026,KELAPA GADING,Penipuan / Perbuatan Curang,36
2026,KELAPA GADING,Penyekapan,1
2026,KELAPA GADING,Penyerobotan Tanah,1
2026,KELAPA GADING,Perbuatan Yang Tidak Menyenangkan,4
2026,KELAPA GADING,Percobaan Pencurian,1
2026,KELAPA GADING,Perzinahan,1
2026,KELAPA GADING,Telekomunikasi,1
2026,KELAPA GADING,Tindak Pidana Transfer Dana,1
2026,KELAPA GADING,UNCLASSIFIED,157
2026,KEMAYORAN,Cabul,1
2026,KEMAYORAN,Curanmor R-2,48
2026,KEMAYORAN,Kejahatan Tentang Pornografi,1
2026,KEMAYORAN,Kejahatan Tentang Tenaga Kerja,2
2026,KEMAYORAN,Kejahatan Terkait Administrasi Kependudukan,1
2026,KEMAYORAN,Kejahatan Terkait Merek,1
2026,KEMAYORAN,Kejahatan Terkait Perlindungan Data Pribadi,4
2026,KEMAYORAN,Kejahatan terkait Tenaga Kesehatan,4
2026,KEMAYORAN,Kekerasan Dalam Rumah Tangga,9
2026,KEMAYORAN,Kekerasan Seksual (KDRT),3
2026,KEMAYORAN,Manipulasi data autentik secara elektronik (ITE),25
2026,KEMAYORAN,Melawan Putusan Pengadilan,1
2026,KEMAYORAN,Memasuki Pekarangan Tanpa Ijin,1
2026,KEMAYORAN,Narkotika ( Narkoba ),28
2026,KEMAYORAN,Pemalsuan Surat Otentik,11
2026,KEMAYORAN,Pemerasan,6
2026,KEMAYORAN,Pemerasan Dan Pengancaman,1
2026,KEMAYORAN,Pencemaran Nama Baik,17
2026,KEMAYORAN,Pencurian Biasa,166
2026,KEMAYORAN,Pencurian Dengan Kekerasan ( Curas ),3
2026,KEMAYORAN,Pencurian Dengan Pemberatan ( Curat ),72
2026,KEMAYORAN,Pencurian Ringan,4
2026,KEMAYORAN,Pengancaman,6
2026,KEMAYORAN,Penganiayaan,32
2026,KEMAYORAN,Penganiayaan Berat ( Anirat ),2
2026,KEMAYORAN,Pengeroyokan,16
2026,KEMAYORAN,Pengerusakan,1
2026,KEMAYORAN,Penggelapan,40
2026,KEMAYORAN,Penghinaan,4
2026,KEMAYORAN,Penipuan / Perbuatan Curang,95
2026,KEMAYORAN,Penyerobotan Tanah,1
2026,KEMAYORAN,Perbuatan Yang Tidak Menyenangkan,4
2026,KEMAYORAN,Percobaan Pencurian,4
2026,KEMAYORAN,Perkelahian Pelajar / Mahasiswa,2
2026,KEMAYORAN,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1
2026,KEMAYORAN,Sumpah Palsu Dan Keterangan Palsu,10
2026,KEMAYORAN,Tindak Pidana Transfer Dana,1
2026,KEMAYORAN,UNCLASSIFIED,283
2026,KEMBANGAN,Curanmor R-2,2
2026,KEMBANGAN,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),1
2026,KEMBANGAN,Kejahatan Terkait Perlindungan Data Pribadi,1
2026,KEMBANGAN,Kejahatan terkait Tenaga Kesehatan,1
2026,KEMBANGAN,Kekerasan Dalam Rumah Tangga,10
2026,KEMBANGAN,Kekerasan Seksual (KDRT),1
2026,KEMBANGAN,Manipulasi data autentik secara elektronik (ITE),20
2026,KEMBANGAN,Memasuki Pekarangan Tanpa Ijin,2
2026,KEMBANGAN,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,2
2026,KEMBANGAN,Narkotika ( Narkoba ),11
2026,KEMBANGAN,Pemalsuan Surat Otentik,2
2026,KEMBANGAN,Pemerasan,5
2026,KEMBANGAN,Penadahan,1
2026,KEMBANGAN,Pencemaran Nama Baik,12
2026,KEMBANGAN,Pencurian Biasa,31
2026,KEMBANGAN,Pencurian Dengan Kekerasan ( Curas ),1
2026,KEMBANGAN,Pencurian Dengan Pemberatan ( Curat ),17
2026,KEMBANGAN,Pengancaman,8
2026,KEMBANGAN,Penganiayaan,12
2026,KEMBANGAN,Penganiayaan Berat ( Anirat ),5
2026,KEMBANGAN,Pengeroyokan,7
2026,KEMBANGAN,Penggelapan,29
2026,KEMBANGAN,Penghinaan,3
2026,KEMBANGAN,Penipuan / Perbuatan Curang,61
2026,KEMBANGAN,Penyerobotan Tanah,1
2026,KEMBANGAN,Perbankan,2
2026,KEMBANGAN,Perbuatan Yang Tidak Menyenangkan,1
2026,KEMBANGAN,Perkosaan,1
2026,KEMBANGAN,Perzinahan,1
2026,KEMBANGAN,Sumpah Palsu Dan Keterangan Palsu,1
2026,KEMBANGAN,Terhadap ketertiban umum,1
2026,KEMBANGAN,UNCLASSIFIED,165
2026,KEPULAUAN SERIBU SELATAN,Illegal Fishing,4
2026,KEPULAUAN SERIBU SELATAN,Pemerasan,1
2026,KEPULAUAN SERIBU SELATAN,Penganiayaan,1
2026,KEPULAUAN SERIBU SELATAN,Pengeroyokan,1
2026,KEPULAUAN SERIBU SELATAN,Penggelapan,1
2026,KEPULAUAN SERIBU SELATAN,Penipuan / Perbuatan Curang,3
2026,KEPULAUAN SERIBU SELATAN,UNCLASSIFIED,3
2026,KEPULAUAN SERIBU UTARA,Illegal Fishing,3
2026,KEPULAUAN SERIBU UTARA,Manipulasi data autentik secara elektronik (ITE),1
2026,KEPULAUAN SERIBU UTARA,Narkotika ( Narkoba ),1
2026,KEPULAUAN SERIBU UTARA,Pencurian Biasa,2
2026,KEPULAUAN SERIBU UTARA,Penganiayaan,3
2026,KEPULAUAN SERIBU UTARA,Pengeroyokan,1
2026,KEPULAUAN SERIBU UTARA,Penghinaan,1
2026,KEPULAUAN SERIBU UTARA,Penipuan / Perbuatan Curang,1
2026,KEPULAUAN SERIBU UTARA,Percobaan Pencurian,2
2026,KEPULAUAN SERIBU UTARA,UNCLASSIFIED,3
2026,KOJA,Curanmor R-2,15
2026,KOJA,Judi,1
2026,KOJA,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),2
2026,KOJA,Kejahatan Terkait Perlindungan Data Pribadi,1
2026,KOJA,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),2
2026,KOJA,Manipulasi data autentik secara elektronik (ITE),8
2026,KOJA,Mengakibatkan Orang Luka,1
2026,KOJA,Narkotika ( Narkoba ),36
2026,KOJA,Pemalsuan Surat Otentik,2
2026,KOJA,Pencemaran Nama Baik,5
2026,KOJA,Pencurian Biasa,26
2026,KOJA,Pencurian Dengan Kekerasan ( Curas ),1
2026,KOJA,Pencurian Dengan Pemberatan ( Curat ),28
2026,KOJA,Pencurian Ringan,2
2026,KOJA,Pencurian dalam lingkungan keluarga,1
2026,KOJA,Pengancaman,3
2026,KOJA,Penganiayaan,21
2026,KOJA,Penganiayaan Berat ( Anirat ),3
2026,KOJA,Pengeroyokan,19
2026,KOJA,Penggelapan,22
2026,KOJA,Penipuan / Perbuatan Curang,13
2026,KOJA,Percobaan Pencurian,4
2026,KOJA,Perkosaan,1
2026,KOJA,Sumpah Palsu Dan Keterangan Palsu,2
2026,KOJA,Telekomunikasi,1
2026,KOJA,Terhadap ketertiban umum,1
2026,KOJA,UNCLASSIFIED,145
2026,KRAMAT JATI,Cabul,1
2026,KRAMAT JATI,Curanmor R-2,2
2026,KRAMAT JATI,Karena Alpa  Menimbulkan  Kebakaran/ Meletus/banjir,1
2026,KRAMAT JATI,Kejahatan Tentang Jaminan Fidusia,1
2026,KRAMAT JATI,Kejahatan Terkait Perlindungan Data Pribadi,2
2026,KRAMAT JATI,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),4
2026,KRAMAT JATI,Kejahatan terkait Tenaga Kesehatan,3
2026,KRAMAT JATI,Kekerasan Dalam Rumah Tangga,5
2026,KRAMAT JATI,Manipulasi data autentik secara elektronik (ITE),59
2026,KRAMAT JATI,Memasuki Pekarangan Tanpa Ijin,2
2026,KRAMAT JATI,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,2
2026,KRAMAT JATI,Narkotika ( Narkoba ),29
2026,KRAMAT JATI,Pencemaran Nama Baik,9
2026,KRAMAT JATI,Pencurian Biasa,40
2026,KRAMAT JATI,Pencurian Dengan Pemberatan ( Curat ),19
2026,KRAMAT JATI,Pengancaman,3
2026,KRAMAT JATI,Penganiayaan,45
2026,KRAMAT JATI,Penganiayaan Berat ( Anirat ),1
2026,KRAMAT JATI,Pengeroyokan,10
2026,KRAMAT JATI,Penggelapan,16
2026,KRAMAT JATI,Penipuan / Perbuatan Curang,26
2026,KRAMAT JATI,Penistaan Agama,1
2026,KRAMAT JATI,Perbuatan Yang Tidak Menyenangkan,4
2026,KRAMAT JATI,Perkosaan,1
2026,KRAMAT JATI,Tindak Pidana Dalam Perlindungan Anak,4
2026,KRAMAT JATI,UNCLASSIFIED,128
2026,MAKASAR,Cabul,2
2026,MAKASAR,Curanmor R-2,39
2026,MAKASAR,Kejahatan Tentang Pornografi,1
2026,MAKASAR,Kejahatan Terkait Perlindungan Data Pribadi,1
2026,MAKASAR,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2026,MAKASAR,Kekerasan Dalam Rumah Tangga,5
2026,MAKASAR,Manipulasi data autentik secara elektronik (ITE),39
2026,MAKASAR,Memasuki Pekarangan Tanpa Ijin,1
2026,MAKASAR,Narkotika ( Narkoba ),14
2026,MAKASAR,Pemerasan,1
2026,MAKASAR,Pemerasan Dan Pengancaman,2
2026,MAKASAR,Penadahan,1
2026,MAKASAR,Pencemaran Nama Baik,4
2026,MAKASAR,Pencurian Biasa,23
2026,MAKASAR,Pencurian Dengan Pemberatan ( Curat ),19
2026,MAKASAR,Pencurian Ringan,1
2026,MAKASAR,Pengancaman,4
2026,MAKASAR,Penganiayaan,15
2026,MAKASAR,Penganiayaan Berat ( Anirat ),4
2026,MAKASAR,Pengeroyokan,5
2026,MAKASAR,Pengerusakan,1
2026,MAKASAR,Penggelapan,15
2026,MAKASAR,Penipuan / Perbuatan Curang,27
2026,MAKASAR,Perzinahan,1
2026,MAKASAR,Tindak Pidana Dalam Perlindungan Anak,2
2026,MAKASAR,UNCLASSIFIED,94
2026,MAMPANG PRAPATAN,Cabul,2
2026,MAMPANG PRAPATAN,Curanmor R-2,2
2026,MAMPANG PRAPATAN,Kejahatan Tentang Pornografi,1
2026,MAMPANG PRAPATAN,Kejahatan Terkait Perlindungan Data Pribadi,1
2026,MAMPANG PRAPATAN,Kejahatan terkait Tenaga Kesehatan,1
2026,MAMPANG PRAPATAN,Kekerasan Dalam Rumah Tangga,4
2026,MAMPANG PRAPATAN,Manipulasi data autentik secara elektronik (ITE),36
2026,MAMPANG PRAPATAN,Memasuki Pekarangan Tanpa Ijin,3
2026,MAMPANG PRAPATAN,Mengakibatkan Orang Luka,1
2026,MAMPANG PRAPATAN,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,1
2026,MAMPANG PRAPATAN,Narkotika ( Narkoba ),14
2026,MAMPANG PRAPATAN,Pemerasan,2
2026,MAMPANG PRAPATAN,Pencemaran Nama Baik,9
2026,MAMPANG PRAPATAN,Pencurian Biasa,29
2026,MAMPANG PRAPATAN,Pencurian Dengan Kekerasan ( Curas ),3
2026,MAMPANG PRAPATAN,Pencurian Dengan Pemberatan ( Curat ),5
2026,MAMPANG PRAPATAN,Pengancaman,3
2026,MAMPANG PRAPATAN,Penganiayaan,28
2026,MAMPANG PRAPATAN,Pengeroyokan,3
2026,MAMPANG PRAPATAN,Pengerusakan,1
2026,MAMPANG PRAPATAN,Penggelapan,28
2026,MAMPANG PRAPATAN,Penghinaan,2
2026,MAMPANG PRAPATAN,Penipuan / Perbuatan Curang,34
2026,MAMPANG PRAPATAN,Penistaan Agama,1
2026,MAMPANG PRAPATAN,Penyerobotan Tanah,1
2026,MAMPANG PRAPATAN,Perbankan,2
2026,MAMPANG PRAPATAN,Perbuatan Yang Tidak Menyenangkan,2
2026,MAMPANG PRAPATAN,Percobaan Pencurian,1
2026,MAMPANG PRAPATAN,Perdagangan Manusia / Trafficking In Person / Tppo (dalam Negeri),1
2026,MAMPANG PRAPATAN,Perkosaan,3
2026,MAMPANG PRAPATAN,Perlindungan Konsumen,1
2026,MAMPANG PRAPATAN,Perzinahan,2
2026,MAMPANG PRAPATAN,Tindak Pidana Dalam Perlindungan Anak,2
2026,MAMPANG PRAPATAN,UNCLASSIFIED,123
2026,MATRAMAN,Cabul,2
2026,MATRAMAN,Curanmor R-2,9
2026,MATRAMAN,Kejahatan Tentang Jaminan Fidusia,1
2026,MATRAMAN,Kejahatan Terhadap Penguasa Umum,1
2026,MATRAMAN,Kejahatan Terkait Perlindungan Data Pribadi,1
2026,MATRAMAN,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),2
2026,MATRAMAN,Kekerasan Dalam Rumah Tangga,1
2026,MATRAMAN,Manipulasi data autentik secara elektronik (ITE),31
2026,MATRAMAN,Narkotika ( Narkoba ),28
2026,MATRAMAN,Pemalsuan Surat Otentik,3
2026,MATRAMAN,Pemerasan,1
2026,MATRAMAN,Pemerasan Dan Pengancaman,2
2026,MATRAMAN,Pencemaran Nama Baik,4
2026,MATRAMAN,Pencurian Biasa,32
2026,MATRAMAN,Pencurian Dengan Pemberatan ( Curat ),12
2026,MATRAMAN,Pengancaman,2
2026,MATRAMAN,Penganiayaan,17
2026,MATRAMAN,Pengeroyokan,10
2026,MATRAMAN,Penggelapan,4
2026,MATRAMAN,Penghinaan,2
