year,kecamatan,jenis_kejahatan,crime_total
2024,CAKUNG,Cabul,2
2024,CAKUNG,Curanmor R-2,1
2024,CAKUNG,Kejahatan Tentang Desain Industri,1
2024,CAKUNG,Kejahatan Tentang Jaminan Fidusia,1
2024,CAKUNG,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,CAKUNG,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),3
2024,CAKUNG,Kekerasan Dalam Rumah Tangga,17
2024,CAKUNG,Manipulasi data autentik secara elektronik (ITE),85
2024,CAKUNG,Memasuki Pekarangan Tanpa Ijin,6
2024,CAKUNG,Narkotika ( Narkoba ),15
2024,CAKUNG,Pemalsuan Surat Otentik,2
2024,CAKUNG,Pembunuhan,1
2024,CAKUNG,Pemerasan,13
2024,CAKUNG,Pemerasan Dan Pengancaman,1
2024,CAKUNG,Penadahan,1
2024,CAKUNG,Pencemaran Nama Baik,3
2024,CAKUNG,Penculikan,1
2024,CAKUNG,Pencurian Biasa,48
2024,CAKUNG,Pencurian Dengan Kekerasan ( Curas ),1
2024,CAKUNG,Pencurian Dengan Pemberatan ( Curat ),42
2024,CAKUNG,Pencurian dalam lingkungan keluarga,1
2024,CAKUNG,Pengancaman,1
2024,CAKUNG,Penganiayaan,28
2024,CAKUNG,Penganiayaan Berat ( Anirat ),12
2024,CAKUNG,Pengeroyokan,26
2024,CAKUNG,Pengerusakan,1
2024,CAKUNG,Penggelapan,49
2024,CAKUNG,Penghinaan,1
2024,CAKUNG,Penipuan / Perbuatan Curang,58
2024,CAKUNG,Perampasan ( Premanisme ),1
2024,CAKUNG,Perbuatan Yang Tidak Menyenangkan,4
2024,CAKUNG,Perzinahan,2
2024,CAKUNG,Sumpah Palsu Dan Keterangan Palsu,4
2024,CAKUNG,Terhadap ketertiban umum,2
2024,CAKUNG,Tindak Pidana Dalam Perlindungan Anak,6
2024,CAKUNG,Tindak Pidana Transfer Dana,1
2024,CAKUNG,UNCLASSIFIED,390
2024,CEMPAKA PUTIH,Curanmor R-2,4
2024,CEMPAKA PUTIH,Kejahatan Tentang Tenaga Kerja,2
2024,CEMPAKA PUTIH,Kekerasan Dalam Rumah Tangga,5
2024,CEMPAKA PUTIH,Kekerasan Seksual (KDRT),1
2024,CEMPAKA PUTIH,Manipulasi data autentik secara elektronik (ITE),12
2024,CEMPAKA PUTIH,Memasuki Pekarangan Tanpa Ijin,1
2024,CEMPAKA PUTIH,Narkotika ( Narkoba ),12
2024,CEMPAKA PUTIH,Pemalsuan Surat Otentik,5
2024,CEMPAKA PUTIH,Pencemaran Nama Baik,1
2024,CEMPAKA PUTIH,Penculikan,1
2024,CEMPAKA PUTIH,Pencurian Biasa,18
2024,CEMPAKA PUTIH,Pencurian Dengan Kekerasan ( Curas ),1
2024,CEMPAKA PUTIH,Pencurian Dengan Pemberatan ( Curat ),18
2024,CEMPAKA PUTIH,Pencurian dalam lingkungan keluarga,1
2024,CEMPAKA PUTIH,Penganiayaan,7
2024,CEMPAKA PUTIH,Pengeroyokan,7
2024,CEMPAKA PUTIH,Pengerusakan,1
2024,CEMPAKA PUTIH,Penggelapan,10
2024,CEMPAKA PUTIH,Penipuan / Perbuatan Curang,22
2024,CEMPAKA PUTIH,Penistaan Agama,1
2024,CEMPAKA PUTIH,Perbuatan Yang Tidak Menyenangkan,2
2024,CEMPAKA PUTIH,Tindak Asusila,1
2024,CEMPAKA PUTIH,Tindak Pidana Dalam Perlindungan Anak,7
2024,CEMPAKA PUTIH,UNCLASSIFIED,127
2024,CENGKARENG,Curanmor R-2,2
2024,CENGKARENG,Judi,3
2024,CENGKARENG,Kawin halangan/kawin tanpa ijin,1
2024,CENGKARENG,Kejahatan Tentang Tenaga Kerja,1
2024,CENGKARENG,Kejahatan Terkait Merek,1
2024,CENGKARENG,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),2
2024,CENGKARENG,Kekerasan Dalam Rumah Tangga,9
2024,CENGKARENG,Kekerasan Seksual (KDRT),2
2024,CENGKARENG,Manipulasi data autentik secara elektronik (ITE),13
2024,CENGKARENG,Memasuki Pekarangan Tanpa Ijin,5
2024,CENGKARENG,Narkotika ( Narkoba ),40
2024,CENGKARENG,Pemalsuan Surat Otentik,3
2024,CENGKARENG,Pemerasan,4
2024,CENGKARENG,Pemerasan Dan Pengancaman,1
2024,CENGKARENG,Pencemaran Nama Baik,4
2024,CENGKARENG,Penculikan,1
2024,CENGKARENG,Pencurian Biasa,26
2024,CENGKARENG,Pencurian Dengan Kekerasan ( Curas ),4
2024,CENGKARENG,Pencurian Dengan Pemberatan ( Curat ),26
2024,CENGKARENG,Pencurian dalam lingkungan keluarga,1
2024,CENGKARENG,Pengaduan Palsu,1
2024,CENGKARENG,Penganiayaan,50
2024,CENGKARENG,Penganiayaan Berat ( Anirat ),3
2024,CENGKARENG,Pengeroyokan,15
2024,CENGKARENG,Pengerusakan,1
2024,CENGKARENG,Penggelapan,48
2024,CENGKARENG,Penghinaan,1
2024,CENGKARENG,Penipuan / Perbuatan Curang,32
2024,CENGKARENG,Penyerobotan Tanah,2
2024,CENGKARENG,Perbuatan Yang Tidak Menyenangkan,2
2024,CENGKARENG,Perkosaan,1
2024,CENGKARENG,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,3
2024,CENGKARENG,Perzinahan,1
2024,CENGKARENG,Sumpah Palsu Dan Keterangan Palsu,1
2024,CENGKARENG,Terhadap ketertiban umum,31
2024,CENGKARENG,Tindak Pidana Dalam Perlindungan Anak,4
2024,CENGKARENG,Tindak Pidana Transfer Dana,1
2024,CENGKARENG,UNCLASSIFIED,259
2024,CILANDAK,Curanmor R-2,3
2024,CILANDAK,Judi,1
2024,CILANDAK,Kejahatan Tentang Jaminan Fidusia,5
2024,CILANDAK,Kejahatan Terkait Perlindungan Data Pribadi,3
2024,CILANDAK,Kejahatan terkait Tenaga Kesehatan,1
2024,CILANDAK,Kekerasan Dalam Rumah Tangga,9
2024,CILANDAK,Kekerasan Seksual (KDRT),6
2024,CILANDAK,Manipulasi data autentik secara elektronik (ITE),33
2024,CILANDAK,Memasuki Pekarangan Tanpa Ijin,1
2024,CILANDAK,Narkotika ( Narkoba ),18
2024,CILANDAK,Pemalsuan Surat Otentik,1
2024,CILANDAK,Pemerasan,2
2024,CILANDAK,Pemerasan Dan Pengancaman,1
2024,CILANDAK,Pencemaran Nama Baik,4
2024,CILANDAK,Pencurian Biasa,21
2024,CILANDAK,Pencurian Dengan Kekerasan ( Curas ),1
2024,CILANDAK,Pencurian Dengan Pemberatan ( Curat ),12
2024,CILANDAK,Pengancaman,1
2024,CILANDAK,Penganiayaan,16
2024,CILANDAK,Penganiayaan Berat ( Anirat ),1
2024,CILANDAK,Pengeroyokan,8
2024,CILANDAK,Penggelapan,40
2024,CILANDAK,Penghinaan,1
2024,CILANDAK,Penipuan / Perbuatan Curang,51
2024,CILANDAK,Penistaan Agama,1
2024,CILANDAK,Perbankan,1
2024,CILANDAK,Perbuatan Yang Tidak Menyenangkan,1
2024,CILANDAK,Percobaan Pencurian,2
2024,CILANDAK,Perkosaan,1
2024,CILANDAK,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1
2024,CILANDAK,Perzinahan,3
2024,CILANDAK,Tindak Pidana Dalam Perlindungan Anak,4
2024,CILANDAK,Tindak Pidana Pencucian Uang ( TPPU / Money Laundering),1
2024,CILANDAK,UNCLASSIFIED,263
2024,CILINCING,Cabul,2
2024,CILINCING,Curanmor R-2,1
2024,CILINCING,Judi,2
2024,CILINCING,Kejahatan Tentang Jaminan Fidusia,1
2024,CILINCING,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),2
2024,CILINCING,Kekerasan Dalam Rumah Tangga,18
2024,CILINCING,Kekerasan Seksual (KDRT),1
2024,CILINCING,Manipulasi data autentik secara elektronik (ITE),5
2024,CILINCING,Mucikari ( Pelacuran ),2
2024,CILINCING,Narkotika ( Narkoba ),17
2024,CILINCING,Pemalsuan Surat Otentik,3
2024,CILINCING,Pembunuhan,2
2024,CILINCING,Pemerasan Dan Pengancaman,1
2024,CILINCING,Penadahan,1
2024,CILINCING,Pencemaran Nama Baik,2
2024,CILINCING,Pencurian Biasa,5
2024,CILINCING,Pencurian Dengan Pemberatan ( Curat ),13
2024,CILINCING,Penganiayaan,23
2024,CILINCING,Penganiayaan Berat ( Anirat ),2
2024,CILINCING,Pengeroyokan,8
2024,CILINCING,Penggelapan,24
2024,CILINCING,Penipuan / Perbuatan Curang,20
2024,CILINCING,Penyekapan,1
2024,CILINCING,Penyerobotan Tanah,5
2024,CILINCING,Perbuatan Yang Tidak Menyenangkan,2
2024,CILINCING,Percobaan Pencurian,1
2024,CILINCING,Perkosaan,1
2024,CILINCING,Perzinahan,1
2024,CILINCING,Sumpah Palsu Dan Keterangan Palsu,1
2024,CILINCING,Tindak Pidana Dalam Perlindungan Anak,6
2024,CILINCING,UNCLASSIFIED,113
2024,CIPAYUNG,Curanmor R-2,1
2024,CIPAYUNG,Karena Alpa  Menimbulkan  Kebakaran/ Meletus/banjir,1
2024,CIPAYUNG,Kekerasan Dalam Rumah Tangga,6
2024,CIPAYUNG,Kekerasan Seksual (KDRT),1
2024,CIPAYUNG,Manipulasi data autentik secara elektronik (ITE),41
2024,CIPAYUNG,Memasuki Pekarangan Tanpa Ijin,11
2024,CIPAYUNG,Menempatkan anaknya untuk ditemukan atau meninggalkannya dengan maksud untuk melepaskan diri dari padanya,1
2024,CIPAYUNG,Narkotika ( Narkoba ),5
2024,CIPAYUNG,Pemerasan,1
2024,CIPAYUNG,Pencurian Biasa,19
2024,CIPAYUNG,Pencurian Dengan Kekerasan ( Curas ),5
2024,CIPAYUNG,Pencurian Dengan Pemberatan ( Curat ),10
2024,CIPAYUNG,Penganiayaan,11
2024,CIPAYUNG,Pengeroyokan,5
2024,CIPAYUNG,Pengerusakan,1
2024,CIPAYUNG,Penggelapan,15
2024,CIPAYUNG,Penipuan / Perbuatan Curang,28
2024,CIPAYUNG,Penyerobotan Tanah,2
2024,CIPAYUNG,Perbankan,1
2024,CIPAYUNG,Perbuatan Yang Tidak Menyenangkan,2
2024,CIPAYUNG,Perdagangan Manusia / Trafficking In Person / Tppo (dalam Negeri),1
2024,CIPAYUNG,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1
2024,CIPAYUNG,Perzinahan,1
2024,CIPAYUNG,Sumpah Palsu Dan Keterangan Palsu,1
2024,CIPAYUNG,Tindak Pidana Dalam Perlindungan Anak,4
2024,CIPAYUNG,UNCLASSIFIED,139
2024,CIRACAS,Cabul,2
2024,CIRACAS,Curanmor R-2,1
2024,CIRACAS,Kejahatan Tentang Jaminan Fidusia,2
2024,CIRACAS,Kejahatan Terhadap Jiwa Orang / Pembunuhan,1
2024,CIRACAS,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2024,CIRACAS,Kekerasan Dalam Rumah Tangga,9
2024,CIRACAS,Manipulasi data autentik secara elektronik (ITE),41
2024,CIRACAS,Memasuki Pekarangan Tanpa Ijin,2
2024,CIRACAS,Narkotika ( Narkoba ),11
2024,CIRACAS,Pemalsuan Surat Otentik,4
2024,CIRACAS,Pembunuhan,1
2024,CIRACAS,Pemerasan,3
2024,CIRACAS,Pencemaran Nama Baik,4
2024,CIRACAS,Pencurian Biasa,28
2024,CIRACAS,Pencurian Dengan Kekerasan ( Curas ),1
2024,CIRACAS,Pencurian Dengan Pemberatan ( Curat ),14
2024,CIRACAS,Penganiayaan,20
2024,CIRACAS,Penganiayaan Berat ( Anirat ),3
2024,CIRACAS,Pengeroyokan,8
2024,CIRACAS,Penggelapan,11
2024,CIRACAS,Penghinaan,1
2024,CIRACAS,Penipuan / Perbuatan Curang,22
2024,CIRACAS,Penyerobotan Tanah,1
2024,CIRACAS,Perbuatan Yang Tidak Menyenangkan,1
2024,CIRACAS,Perkosaan,1
2024,CIRACAS,Perzinahan,1
2024,CIRACAS,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1
2024,CIRACAS,Sumpah Palsu Dan Keterangan Palsu,1
2024,CIRACAS,Tindak Pidana Dalam Perlindungan Anak,5
2024,CIRACAS,UNCLASSIFIED,165
2024,DUREN SAWIT,Curanmor R-2,5
2024,DUREN SAWIT,Kejahatan Tentang Jaminan Fidusia,3
2024,DUREN SAWIT,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,DUREN SAWIT,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),3
2024,DUREN SAWIT,Kekerasan Dalam Rumah Tangga,11
2024,DUREN SAWIT,Manipulasi data autentik secara elektronik (ITE),50
2024,DUREN SAWIT,Memasuki Pekarangan Tanpa Ijin,6
2024,DUREN SAWIT,Menempatkan anaknya untuk ditemukan atau meninggalkannya dengan maksud untuk melepaskan diri dari padanya,1
2024,DUREN SAWIT,Narkotika ( Narkoba ),6
2024,DUREN SAWIT,Pemalsuan Surat Otentik,3
2024,DUREN SAWIT,Pemerasan,1
2024,DUREN SAWIT,Pemerasan Dan Pengancaman,2
2024,DUREN SAWIT,Pencurian Biasa,28
2024,DUREN SAWIT,Pencurian Dengan Kekerasan ( Curas ),2
2024,DUREN SAWIT,Pencurian Dengan Pemberatan ( Curat ),27
2024,DUREN SAWIT,Pencurian dalam lingkungan keluarga,1
2024,DUREN SAWIT,Pengancaman,1
2024,DUREN SAWIT,Penganiayaan,26
2024,DUREN SAWIT,Penganiayaan Berat ( Anirat ),3
2024,DUREN SAWIT,Pengeroyokan,14
2024,DUREN SAWIT,Pengerusakan,1
2024,DUREN SAWIT,Penggelapan,12
2024,DUREN SAWIT,Penipuan / Perbuatan Curang,37
2024,DUREN SAWIT,Penyekapan,1
2024,DUREN SAWIT,Penyerobotan Tanah,2
2024,DUREN SAWIT,Perampasan ( Premanisme ),2
2024,DUREN SAWIT,Perbuatan Yang Tidak Menyenangkan,4
2024,DUREN SAWIT,Perzinahan,1
2024,DUREN SAWIT,Sumpah Palsu Dan Keterangan Palsu,1
2024,DUREN SAWIT,Tindak Pidana Dalam Perlindungan Anak,3
2024,DUREN SAWIT,UNCLASSIFIED,241
2024,GAMBIR,Karena Alpa  Menimbulkan  Kebakaran/ Meletus/banjir,2
2024,GAMBIR,Kejahatan Tentang Jaminan Fidusia,1
2024,GAMBIR,Kejahatan Terhadap Jiwa Orang / Pembunuhan,1
2024,GAMBIR,Kejahatan Terkait Merek,1
2024,GAMBIR,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,GAMBIR,Kekerasan Dalam Rumah Tangga,3
2024,GAMBIR,Kekerasan Seksual (KDRT),1
2024,GAMBIR,Manipulasi data autentik secara elektronik (ITE),13
2024,GAMBIR,Narkotika ( Narkoba ),8
2024,GAMBIR,Pemalsuan Surat Otentik,6
2024,GAMBIR,Penadahan,1
2024,GAMBIR,Pencemaran Nama Baik,5
2024,GAMBIR,Pencurian Biasa,34
2024,GAMBIR,Pencurian Dengan Pemberatan ( Curat ),13
2024,GAMBIR,Pengancaman,1
2024,GAMBIR,Penganiayaan,3
2024,GAMBIR,Penganiayaan Berat ( Anirat ),1
2024,GAMBIR,Pengeroyokan,6
2024,GAMBIR,Pengerusakan,1
2024,GAMBIR,Penggelapan,31
2024,GAMBIR,Penipuan / Perbuatan Curang,40
2024,GAMBIR,Perampasan ( Premanisme ),1
2024,GAMBIR,Sumpah Palsu Dan Keterangan Palsu,1
2024,GAMBIR,Terhadap ketertiban umum,6
2024,GAMBIR,Tindak Pidana Dalam Perlindungan Anak,1
2024,GAMBIR,Tindak Pidana Transfer Dana,1
2024,GAMBIR,UNCLASSIFIED,131
2024,GROGOL PETAMBURAN,Cabul,2
2024,GROGOL PETAMBURAN,Judi,1
2024,GROGOL PETAMBURAN,Kejahatan Tentang Jaminan Fidusia,1
2024,GROGOL PETAMBURAN,Kejahatan Terkait Merek,2
2024,GROGOL PETAMBURAN,Kekerasan Dalam Rumah Tangga,8
2024,GROGOL PETAMBURAN,Kekerasan Seksual (KDRT),3
2024,GROGOL PETAMBURAN,Manipulasi data autentik secara elektronik (ITE),21
2024,GROGOL PETAMBURAN,Memasuki Pekarangan Tanpa Ijin,1
2024,GROGOL PETAMBURAN,Membahayakan keamanan umum,2
2024,GROGOL PETAMBURAN,Narkotika ( Narkoba ),14
2024,GROGOL PETAMBURAN,Pemalsuan Surat Otentik,1
2024,GROGOL PETAMBURAN,Pemerasan Dan Pengancaman,2
2024,GROGOL PETAMBURAN,Pencemaran Nama Baik,4
2024,GROGOL PETAMBURAN,Penculikan,1
2024,GROGOL PETAMBURAN,Pencurian Biasa,27
2024,GROGOL PETAMBURAN,Pencurian Dengan Kekerasan ( Curas ),3
2024,GROGOL PETAMBURAN,Pencurian Dengan Pemberatan ( Curat ),26
2024,GROGOL PETAMBURAN,Pencurian dalam lingkungan keluarga,1
2024,GROGOL PETAMBURAN,Pengancaman,2
2024,GROGOL PETAMBURAN,Penganiayaan,8
2024,GROGOL PETAMBURAN,Pengeroyokan,5
2024,GROGOL PETAMBURAN,Pengerusakan,1
2024,GROGOL PETAMBURAN,Penggelapan,24
2024,GROGOL PETAMBURAN,Penghinaan,1
2024,GROGOL PETAMBURAN,Penipuan / Perbuatan Curang,23
2024,GROGOL PETAMBURAN,Perbankan,1
2024,GROGOL PETAMBURAN,Perbuatan Yang Tidak Menyenangkan,1
2024,GROGOL PETAMBURAN,Percobaan Pencurian,2
2024,GROGOL PETAMBURAN,Perkosaan,1
2024,GROGOL PETAMBURAN,Perzinahan,2
2024,GROGOL PETAMBURAN,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1
2024,GROGOL PETAMBURAN,Tindak Pidana Dalam Perlindungan Anak,1
2024,GROGOL PETAMBURAN,UNCLASSIFIED,142
2024,JAGAKARSA,Curanmor R-2,1
2024,JAGAKARSA,Judi,1
2024,JAGAKARSA,Kejahatan Tentang Jaminan Fidusia,1
2024,JAGAKARSA,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2024,JAGAKARSA,Kekerasan Dalam Rumah Tangga,19
2024,JAGAKARSA,Kekerasan Seksual (KDRT),2
2024,JAGAKARSA,Manipulasi data autentik secara elektronik (ITE),28
2024,JAGAKARSA,Memasuki Pekarangan Tanpa Ijin,3
2024,JAGAKARSA,Narkotika ( Narkoba ),17
2024,JAGAKARSA,Pemalsuan Surat Otentik,2
2024,JAGAKARSA,Pemerasan,8
2024,JAGAKARSA,Pemerasan Dan Pengancaman,1
2024,JAGAKARSA,Pencemaran Nama Baik,2
2024,JAGAKARSA,Pencurian Biasa,28
2024,JAGAKARSA,Pencurian Dengan Kekerasan ( Curas ),1
2024,JAGAKARSA,Pencurian Dengan Pemberatan ( Curat ),24
2024,JAGAKARSA,Penganiayaan,14
2024,JAGAKARSA,Penganiayaan Berat ( Anirat ),2
2024,JAGAKARSA,Pengeroyokan,3
2024,JAGAKARSA,Penggelapan,40
2024,JAGAKARSA,Penghinaan,1
2024,JAGAKARSA,Penipuan / Perbuatan Curang,29
2024,JAGAKARSA,Perbankan,1
2024,JAGAKARSA,Perbuatan Yang Tidak Menyenangkan,1
2024,JAGAKARSA,Percobaan Pencurian,1
2024,JAGAKARSA,Perzinahan,1
2024,JAGAKARSA,Tindak Pidana Dalam Perlindungan Anak,5
2024,JAGAKARSA,Tindak Pidana Transfer Dana,2
2024,JAGAKARSA,UNCLASSIFIED,223
2024,JATINEGARA,Curanmor R-2,13
2024,JATINEGARA,Judi,1
2024,JATINEGARA,Kejahatan Tentang Jaminan Fidusia,1
2024,JATINEGARA,Kejahatan Tentang Perindustrian,1
2024,JATINEGARA,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,JATINEGARA,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),2
2024,JATINEGARA,Kekerasan Dalam Rumah Tangga,10
2024,JATINEGARA,Kekerasan Seksual (KDRT),1
2024,JATINEGARA,Manipulasi data autentik secara elektronik (ITE),61
2024,JATINEGARA,Memasuki Pekarangan Tanpa Ijin,2
2024,JATINEGARA,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,4
2024,JATINEGARA,Narkotika ( Narkoba ),22
2024,JATINEGARA,Pembunuhan,2
2024,JATINEGARA,Pemerasan,3
2024,JATINEGARA,Pemerasan Dan Pengancaman,3
2024,JATINEGARA,Pencemaran Nama Baik,2
2024,JATINEGARA,Pencurian Biasa,54
2024,JATINEGARA,Pencurian Dengan Kekerasan ( Curas ),3
2024,JATINEGARA,Pencurian Dengan Pemberatan ( Curat ),37
2024,JATINEGARA,Pencurian dalam lingkungan keluarga,1
2024,JATINEGARA,Penganiayaan,28
2024,JATINEGARA,Penganiayaan Berat ( Anirat ),6
2024,JATINEGARA,Pengeroyokan,24
2024,JATINEGARA,Pengerusakan,2
2024,JATINEGARA,Penggelapan,35
2024,JATINEGARA,Penipuan / Perbuatan Curang,38
2024,JATINEGARA,Perampasan ( Premanisme ),4
2024,JATINEGARA,Perbankan,1
2024,JATINEGARA,Perbuatan Yang Tidak Menyenangkan,3
2024,JATINEGARA,Percobaan Pencurian,1
2024,JATINEGARA,Perzinahan,2
2024,JATINEGARA,Sumpah Palsu Dan Keterangan Palsu,1
2024,JATINEGARA,Tindak Pidana Dalam Perlindungan Anak,4
2024,JATINEGARA,UNCLASSIFIED,230
2024,JOHAR BARU,Karena Alpa  Menimbulkan  Kebakaran/ Meletus/banjir,2
2024,JOHAR BARU,Kejahatan Tentang Tenaga Kerja,1
2024,JOHAR BARU,Kejahatan Terhadap Jiwa Orang / Pembunuhan,1
2024,JOHAR BARU,Kejahatan Terkait Rahasia Dagang,1
2024,JOHAR BARU,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2024,JOHAR BARU,Kekerasan Dalam Rumah Tangga,6
2024,JOHAR BARU,Manipulasi data autentik secara elektronik (ITE),2
2024,JOHAR BARU,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,1
2024,JOHAR BARU,Narkotika ( Narkoba ),17
2024,JOHAR BARU,Pemerasan,1
2024,JOHAR BARU,Penadahan,1
2024,JOHAR BARU,Pencurian Biasa,5
2024,JOHAR BARU,Pencurian Dengan Pemberatan ( Curat ),2
2024,JOHAR BARU,Penganiayaan,4
2024,JOHAR BARU,Pengeroyokan,13
2024,JOHAR BARU,Penggelapan,3
2024,JOHAR BARU,Penipuan / Perbuatan Curang,15
2024,JOHAR BARU,Perbuatan Yang Tidak Menyenangkan,1
2024,JOHAR BARU,Percobaan Pencurian,1
2024,JOHAR BARU,Tindak Pidana Dalam Perlindungan Anak,1
2024,JOHAR BARU,UNCLASSIFIED,78
2024,KALI DERES,Judi,3
2024,KALI DERES,Kejahatan Tentang Jaminan Fidusia,1
2024,KALI DERES,Kejahatan Tentang Tenaga Kerja,1
2024,KALI DERES,Kejahatan Terkait Merek,1
2024,KALI DERES,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),3
2024,KALI DERES,Kekerasan Dalam Rumah Tangga,3
2024,KALI DERES,Kekerasan Seksual (KDRT),1
2024,KALI DERES,Manipulasi data autentik secara elektronik (ITE),1
2024,KALI DERES,Memasuki Pekarangan Tanpa Ijin,5
2024,KALI DERES,Narkotika ( Narkoba ),13
2024,KALI DERES,Pemalsuan Surat Otentik,2
2024,KALI DERES,Pemerasan,1
2024,KALI DERES,Pencemaran Nama Baik,2
2024,KALI DERES,Pencurian Biasa,23
2024,KALI DERES,Pencurian Dengan Kekerasan ( Curas ),4
2024,KALI DERES,Pencurian Dengan Pemberatan ( Curat ),7
2024,KALI DERES,Penganiayaan,27
2024,KALI DERES,Penganiayaan Berat ( Anirat ),1
2024,KALI DERES,Pengeroyokan,9
2024,KALI DERES,Pengerusakan,2
2024,KALI DERES,Penggelapan,46
2024,KALI DERES,Penipuan / Perbuatan Curang,19
2024,KALI DERES,Perbuatan Yang Tidak Menyenangkan,5
2024,KALI DERES,Percobaan Pencurian,1
2024,KALI DERES,Perlindungan Konsumen,1
2024,KALI DERES,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1
2024,KALI DERES,Perzinahan,1
2024,KALI DERES,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1
2024,KALI DERES,Terhadap ketertiban umum,2
2024,KALI DERES,Tindak Pidana Dalam Perlindungan Anak,4
2024,KALI DERES,UNCLASSIFIED,89
2024,KEBAYORAN BARU,Curanmor R-2,10
2024,KEBAYORAN BARU,Hak Atas Kekayaan Intelektual ( HAKI ),1
2024,KEBAYORAN BARU,Judi,9
2024,KEBAYORAN BARU,Kawin halangan/kawin tanpa ijin,1
2024,KEBAYORAN BARU,Kejahatan Tentang Jaminan Fidusia,3
2024,KEBAYORAN BARU,Kejahatan Terkait Perlindungan Data Pribadi,5
2024,KEBAYORAN BARU,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1
2024,KEBAYORAN BARU,Kekerasan Dalam Rumah Tangga,7
2024,KEBAYORAN BARU,Kekerasan Seksual (KDRT),5
2024,KEBAYORAN BARU,Korupsi ( Tipikor ),4
2024,KEBAYORAN BARU,Manipulasi data autentik secara elektronik (ITE),82
2024,KEBAYORAN BARU,Memasuki Pekarangan Tanpa Ijin,6
2024,KEBAYORAN BARU,Narkotika ( Narkoba ),29
2024,KEBAYORAN BARU,Pemalsuan Surat Otentik,5
2024,KEBAYORAN BARU,Pembunuhan,1
2024,KEBAYORAN BARU,Pemerasan,2
2024,KEBAYORAN BARU,Penadahan,1
2024,KEBAYORAN BARU,Pencemaran Nama Baik,8
2024,KEBAYORAN BARU,Penculikan,1
2024,KEBAYORAN BARU,Pencurian Biasa,93
2024,KEBAYORAN BARU,Pencurian Dengan Kekerasan ( Curas ),2
2024,KEBAYORAN BARU,Pencurian Dengan Pemberatan ( Curat ),49
2024,KEBAYORAN BARU,Pengaduan Palsu,2
2024,KEBAYORAN BARU,Pengancaman,4
2024,KEBAYORAN BARU,Penganiayaan,42
2024,KEBAYORAN BARU,Penganiayaan Berat ( Anirat ),5
2024,KEBAYORAN BARU,Pengeroyokan,15
2024,KEBAYORAN BARU,Pengerusakan,2
2024,KEBAYORAN BARU,Penggelapan,66
2024,KEBAYORAN BARU,Penipuan / Perbuatan Curang,85
2024,KEBAYORAN BARU,Penistaan Agama,1
2024,KEBAYORAN BARU,Penyalahgunaan Wewenang,1
2024,KEBAYORAN BARU,Perampasan ( Premanisme ),2
2024,KEBAYORAN BARU,Perbankan,2
2024,KEBAYORAN BARU,Perbuatan Yang Tidak Menyenangkan,6
2024,KEBAYORAN BARU,Percobaan Pencurian,1
2024,KEBAYORAN BARU,Perdagangan Manusia / Trafficking In Person / Tppo (dalam Negeri),1
2024,KEBAYORAN BARU,Perkosaan,1
2024,KEBAYORAN BARU,Perlindungan Konsumen,1
2024,KEBAYORAN BARU,Perzinahan,1
2024,KEBAYORAN BARU,Tindak Pidana Dalam Perlindungan Anak,5
2024,KEBAYORAN BARU,Tindak Pidana Pencucian Uang ( TPPU / Money Laundering),1
2024,KEBAYORAN BARU,Tindak Pidana Transfer Dana,1
2024,KEBAYORAN BARU,UNCLASSIFIED,471
2024,KEBAYORAN LAMA,Aborsi,1
2024,KEBAYORAN LAMA,Curanmor R-2,5
2024,KEBAYORAN LAMA,Kawin halangan/kawin tanpa ijin,1
2024,KEBAYORAN LAMA,Kejahatan Tentang Jaminan Fidusia,2
2024,KEBAYORAN LAMA,Kejahatan Terkait Perlindungan Data Pribadi,2
2024,KEBAYORAN LAMA,Kekerasan Dalam Rumah Tangga,8
2024,KEBAYORAN LAMA,Kekerasan Seksual (KDRT),3
2024,KEBAYORAN LAMA,Manipulasi data autentik secara elektronik (ITE),37
