year,polda,polres,polsek,kecamatan,jenis_kejahatan,crime_total,reason
2024,POLDA METRO JAYA,,,,,1,blank kecamatan
2024,POLDA METRO JAYA,,,,Cukai,1,blank kecamatan
2024,POLDA METRO JAYA,,,,Curanmor R-2,5,blank kecamatan
2024,POLDA METRO JAYA,,,,Hak Atas Kekayaan Intelektual ( HAKI ),8,blank kecamatan
2024,POLDA METRO JAYA,,,,Illegal Fishing,12,blank kecamatan
2024,POLDA METRO JAYA,,,,Judi,5,blank kecamatan
2024,POLDA METRO JAYA,,,,Kejahatan Pasar Modal,1,blank kecamatan
2024,POLDA METRO JAYA,,,,Kejahatan Tentang Desain Industri,1,blank kecamatan
2024,POLDA METRO JAYA,,,,Kejahatan Tentang Jaminan Fidusia,5,blank kecamatan
2024,POLDA METRO JAYA,,,,Kejahatan Tentang Konservasi Sumber Daya Alam Hayati Dan Ekosistem,1,blank kecamatan
2024,POLDA METRO JAYA,,,,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),3,blank kecamatan
2024,POLDA METRO JAYA,,,,Kejahatan Tentang Perdagangan,8,blank kecamatan
2024,POLDA METRO JAYA,,,,Kejahatan Tentang Perindustrian,2,blank kecamatan
2024,POLDA METRO JAYA,,,,Kejahatan Tentang Tenaga Kerja,14,blank kecamatan
2024,POLDA METRO JAYA,,,,Kejahatan Terhadap Jiwa Orang / Pembunuhan,2,blank kecamatan
2024,POLDA METRO JAYA,,,,Kejahatan Terhadap Penguasa Umum,1,blank kecamatan
2024,POLDA METRO JAYA,,,,Kejahatan Terkait Kearsipan,1,blank kecamatan
2024,POLDA METRO JAYA,,,,Kejahatan Terkait Merek,15,blank kecamatan
2024,POLDA METRO JAYA,,,,Kejahatan Terkait Perlindungan Data Pribadi,3,blank kecamatan
2024,POLDA METRO JAYA,,,,Kejahatan Terkait Rahasia Dagang,1,blank kecamatan
2024,POLDA METRO JAYA,,,,Kejahatan Terkait Senjata Tajam ( Sajam ),1,blank kecamatan
2024,POLDA METRO JAYA,,,,Kejahatan terkait Pemilihan Umum,2,blank kecamatan
2024,POLDA METRO JAYA,,,,Kejahatan terkait Tenaga Kesehatan,4,blank kecamatan
2024,POLDA METRO JAYA,,,,Kekerasan Dalam Rumah Tangga,11,blank kecamatan
2024,POLDA METRO JAYA,,,,Kekerasan Seksual (KDRT),15,blank kecamatan
2024,POLDA METRO JAYA,,,,"Konflik Suku, Agama, Ras, dan Antar Golongan (SARA)",2,blank kecamatan
2024,POLDA METRO JAYA,,,,Korupsi ( Tipikor ),2,blank kecamatan
2024,POLDA METRO JAYA,,,,Manipulasi data autentik secara elektronik (ITE),959,blank kecamatan
2024,POLDA METRO JAYA,,,,Memasuki Pekarangan Tanpa Ijin,10,blank kecamatan
2024,POLDA METRO JAYA,,,,Mengakibatkan Orang Luka,6,blank kecamatan
2024,POLDA METRO JAYA,,,,Mengakibatkan Orang Mati,3,blank kecamatan
2024,POLDA METRO JAYA,,,,Menghambat Penyidikan,1,blank kecamatan
2024,POLDA METRO JAYA,,,,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,1,blank kecamatan
2024,POLDA METRO JAYA,,,,Narkotika ( Narkoba ),263,blank kecamatan
2024,POLDA METRO JAYA,,,,Pemalsuan Mata Uang Dan Uang Kertas,2,blank kecamatan
2024,POLDA METRO JAYA,,,,Pemalsuan Surat Otentik,100,blank kecamatan
2024,POLDA METRO JAYA,,,,Pemerasan Dan Pengancaman,10,blank kecamatan
2024,POLDA METRO JAYA,,,,Penadahan,2,blank kecamatan
2024,POLDA METRO JAYA,,,,Pencemaran Nama Baik,12,blank kecamatan
2024,POLDA METRO JAYA,,,,Pencurian Biasa,49,blank kecamatan
2024,POLDA METRO JAYA,,,,Pencurian Dengan Kekerasan ( Curas ),8,blank kecamatan
2024,POLDA METRO JAYA,,,,Pencurian Dengan Pemberatan ( Curat ),62,blank kecamatan
2024,POLDA METRO JAYA,,,,Pencurian dalam lingkungan keluarga,2,blank kecamatan
2024,POLDA METRO JAYA,,,,Pengaduan Palsu,10,blank kecamatan
2024,POLDA METRO JAYA,,,,Pengancaman,3,blank kecamatan
2024,POLDA METRO JAYA,,,,Penganiayaan,15,blank kecamatan
2024,POLDA METRO JAYA,,,,Penganiayaan Berat ( Anirat ),2,blank kecamatan
2024,POLDA METRO JAYA,,,,Pengeroyokan,11,blank kecamatan
2024,POLDA METRO JAYA,,,,Pengerusakan,9,blank kecamatan
2024,POLDA METRO JAYA,,,,Penggelapan,156,blank kecamatan
2024,POLDA METRO JAYA,,,,Penghinaan,2,blank kecamatan
2024,POLDA METRO JAYA,,,,Penipuan / Perbuatan Curang,412,blank kecamatan
2024,POLDA METRO JAYA,,,,Penistaan Agama,2,blank kecamatan
2024,POLDA METRO JAYA,,,,Penyalahgunaan Wewenang,1,blank kecamatan
2024,POLDA METRO JAYA,,,,Penyebaran Berita Bohong ( Hoax ),2,blank kecamatan
2024,POLDA METRO JAYA,,,,Penyekapan,3,blank kecamatan
2024,POLDA METRO JAYA,,,,Penyerobotan Tanah,4,blank kecamatan
2024,POLDA METRO JAYA,,,,Perampasan ( Premanisme ),3,blank kecamatan
2024,POLDA METRO JAYA,,,,Perbankan,7,blank kecamatan
2024,POLDA METRO JAYA,,,,Perbuatan Yang Tidak Menyenangkan,4,blank kecamatan
2024,POLDA METRO JAYA,,,,Perdagangan Manusia / Trafficking In Person / Tppo (dalam Negeri),2,blank kecamatan
2024,POLDA METRO JAYA,,,,Perlindungan Konsumen,5,blank kecamatan
2024,POLDA METRO JAYA,,,,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1,blank kecamatan
2024,POLDA METRO JAYA,,,,Perzinahan,7,blank kecamatan
2024,POLDA METRO JAYA,,,,Psikotropika ( Narkoba ),1,blank kecamatan
2024,POLDA METRO JAYA,,,,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1,blank kecamatan
2024,POLDA METRO JAYA,,,,Sumpah Palsu Dan Keterangan Palsu,4,blank kecamatan
2024,POLDA METRO JAYA,,,,Terhadap ketertiban umum,3,blank kecamatan
2024,POLDA METRO JAYA,,,,Tindak Pidana Dalam Perlindungan Anak,27,blank kecamatan
2024,POLDA METRO JAYA,,,,Tindak Pidana Pencucian Uang ( TPPU / Money Laundering),1,blank kecamatan
2024,POLDA METRO JAYA,,,,Tindak Pidana Transfer Dana,3,blank kecamatan
2024,POLDA METRO JAYA,,,CAKUNG,,20,blank crime type
2024,POLDA METRO JAYA,,,CEMPAKA PUTIH,,13,blank crime type
2024,POLDA METRO JAYA,,,CENGKARENG,,29,blank crime type
2024,POLDA METRO JAYA,,,CILANDAK,,30,blank crime type
2024,POLDA METRO JAYA,,,CILINCING,,14,blank crime type
2024,POLDA METRO JAYA,,,CIPAYUNG,,11,blank crime type
2024,POLDA METRO JAYA,,,CIRACAS,,12,blank crime type
2024,POLDA METRO JAYA,,,DUREN SAWIT,,24,blank crime type
2024,POLDA METRO JAYA,,,GAMBIR,,26,blank crime type
2024,POLDA METRO JAYA,,,GROGOL PETAMBURAN,,38,blank crime type
2024,POLDA METRO JAYA,,,JAGAKARSA,,39,blank crime type
2024,POLDA METRO JAYA,,,JATINEGARA,,11,blank crime type
2024,POLDA METRO JAYA,,,JOHAR BARU,,5,blank crime type
2024,POLDA METRO JAYA,,,KALI DERES,,12,blank crime type
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,,101,blank crime type
2024,POLDA METRO JAYA,,,KEBAYORAN LAMA,,43,blank crime type
2024,POLDA METRO JAYA,,,KEBON JERUK,,23,blank crime type
2024,POLDA METRO JAYA,,,KELAPA GADING,,33,blank crime type
2024,POLDA METRO JAYA,,,KEMAYORAN,,23,blank crime type
2024,POLDA METRO JAYA,,,KEMBANGAN,,25,blank crime type
2024,POLDA METRO JAYA,,,KEPULAUAN SERIBU SELATAN,,3,blank crime type
2024,POLDA METRO JAYA,,,KOJA,,2,blank crime type
2024,POLDA METRO JAYA,,,KRAMAT JATI,,15,blank crime type
2024,POLDA METRO JAYA,,,MAKASAR,,8,blank crime type
2024,POLDA METRO JAYA,,,MAMPANG PRAPATAN,,28,blank crime type
2024,POLDA METRO JAYA,,,MATRAMAN,,8,blank crime type
2024,POLDA METRO JAYA,,,MENTENG,,38,blank crime type
2024,POLDA METRO JAYA,,,PADEMANGAN,,12,blank crime type
2024,POLDA METRO JAYA,,,PALMERAH,,42,blank crime type
2024,POLDA METRO JAYA,,,PANCORAN,,46,blank crime type
2024,POLDA METRO JAYA,,,PASAR MINGGU,,37,blank crime type
2024,POLDA METRO JAYA,,,PASAR REBO,,9,blank crime type
2024,POLDA METRO JAYA,,,PENJARINGAN,,47,blank crime type
2024,POLDA METRO JAYA,,,PESANGGRAHAN,,15,blank crime type
2024,POLDA METRO JAYA,,,PULO GADUNG,,15,blank crime type
2024,POLDA METRO JAYA,,,SAWAH BESAR,,17,blank crime type
2024,POLDA METRO JAYA,,,SENEN,,20,blank crime type
2024,POLDA METRO JAYA,,,SETIA BUDI,,92,blank crime type
2024,POLDA METRO JAYA,,,TAMAN SARI,,21,blank crime type
2024,POLDA METRO JAYA,,,TAMBORA,,11,blank crime type
2024,POLDA METRO JAYA,,,TANAH ABANG,,76,blank crime type
2024,POLDA METRO JAYA,,,TANJUNG PRIOK,,22,blank crime type
2024,POLDA METRO JAYA,,,TEBET,,65,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,,Manipulasi data autentik secara elektronik (ITE),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,,Narkotika ( Narkoba ),124,blank kecamatan
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,,Pengeroyokan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,,Pengerusakan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,,Tindak Pidana Dalam Perlindungan Anak,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,CENGKARENG,,63,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,CILINCING,,2,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,DUREN SAWIT,,1,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,GROGOL PETAMBURAN,,2,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,JATINEGARA,,1,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,JOHAR BARU,,1,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KALI DERES,,3,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEBAYORAN LAMA,,1,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEBON JERUK,,2,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEMBANGAN,,2,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU SELATAN,,2,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU UTARA,,2,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KOJA,,3,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,MENTENG,,1,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,PADEMANGAN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,PENJARINGAN,,20,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,TAMAN SARI,,2,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,TANAH ABANG,,1,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,TANJUNG PRIOK,,9,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU SELATAN,,Narkotika ( Narkoba ),13,blank kecamatan
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU SELATAN,,Pengeroyokan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU SELATAN,TANJUNG PRIOK,,2,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,,Narkotika ( Narkoba ),5,blank kecamatan
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,,Pencurian Dengan Pemberatan ( Curat ),2,blank kecamatan
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,,Penganiayaan Berat ( Anirat ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,CILINCING,,1,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU UTARA,,2,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,KOJA,,1,blank crime type
2024,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,TANJUNG PRIOK,,2,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Manipulasi data autentik secara elektronik (ITE),4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Narkotika ( Narkoba ),8,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Pemerasan Dan Pengancaman,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Pencurian Biasa,6,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Pencurian Dengan Pemberatan ( Curat ),7,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Penganiayaan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Penggelapan,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Penipuan / Perbuatan Curang,17,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Penyerobotan Tanah,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Perampasan ( Premanisme ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Perbuatan Yang Tidak Menyenangkan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Perlindungan Konsumen,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,,Tindak Pidana Dalam Perlindungan Anak,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,CAKUNG,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,JAGAKARSA,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,KELAPA GADING,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,KEMAYORAN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,KEMBANGAN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI,,SETIA BUDI,,2,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK CABANGBUNGIN,,Penganiayaan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK CIKARANG,,Pencurian Dengan Pemberatan ( Curat ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK CIKARANG,,Penganiayaan Berat ( Anirat ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK CIKARANG,,Pengeroyokan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK CIKARANG,SETIA BUDI,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK CIKARANG BARAT,,Penadahan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK CIKARANG PUSAT,,Pencurian Biasa,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK CIKARANG TIMUR,,Narkotika ( Narkoba ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK PEBAYURAN,,Narkotika ( Narkoba ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK PEBAYURAN,,Pengeroyokan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK PEBAYURAN,MATRAMAN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI,POLSEK TAMBUN,,Narkotika ( Narkoba ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Curanmor R-2,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Kejahatan terkait Tenaga Kesehatan,4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Kekerasan Dalam Rumah Tangga,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Manipulasi data autentik secara elektronik (ITE),4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Memasuki Pekarangan Tanpa Ijin,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Narkotika ( Narkoba ),67,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Penadahan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Penggelapan,4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Penipuan / Perbuatan Curang,13,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Perbuatan Yang Tidak Menyenangkan,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Tindak Pidana Dalam Perlindungan Anak,3,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,CAKUNG,,7,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,CILINCING,,3,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,CIRACAS,,2,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,DUREN SAWIT,,3,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,KEBAYORAN BARU,,2,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,KOJA,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,KRAMAT JATI,,2,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,MENTENG,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,PADEMANGAN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,PANCORAN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,PULO GADUNG,,2,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,TANJUNG PRIOK,,2,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,TEBET,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK BANTAR GEBANG,,Penggelapan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK BEKASI KOTA,,Pencurian Dengan Pemberatan ( Curat ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK BEKASI SELATAN,,Judi,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK BEKASI SELATAN,CAKUNG,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK BEKASI UTARA,,Narkotika ( Narkoba ),2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK JATI SAMPURNA,,Pencurian Dengan Pemberatan ( Curat ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK JATI SAMPURNA,,Penganiayaan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK JATI SAMPURNA,,Penipuan / Perbuatan Curang,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK MEDAN SATRIA,,Kejahatan Tentang Jaminan Fidusia,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK MEDAN SATRIA,CAKUNG,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK PONDOK GEDE,,Narkotika ( Narkoba ),2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK PONDOK GEDE,,Pencurian Biasa,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK PONDOK GEDE,,Pencurian Dengan Pemberatan ( Curat ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK PONDOK GEDE,,Penganiayaan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK PONDOK GEDE,,Pengerusakan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK PONDOK GEDE,CAKUNG,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK RAWALUMBU,,Pengeroyokan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK RAWALUMBU,CILANDAK,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,,Cabul,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,,Kekerasan Dalam Rumah Tangga,5,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,,Manipulasi data autentik secara elektronik (ITE),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,,Narkotika ( Narkoba ),64,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,,Pemalsuan Surat Otentik,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,,Pencurian Dengan Pemberatan ( Curat ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,,Penganiayaan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,,Penganiayaan Berat ( Anirat ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,,Pengeroyokan,4,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,,Pengerusakan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,,Penggelapan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,,Penipuan / Perbuatan Curang,13,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,,Perbuatan Yang Tidak Menyenangkan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,,Perzinahan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,,Tindak Pidana Dalam Perlindungan Anak,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,CILANDAK,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,CIPAYUNG,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,CIRACAS,,2,blank crime type
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,JAGAKARSA,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,JATINEGARA,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,KRAMAT JATI,,2,blank crime type
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,MAMPANG PRAPATAN,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,MENTENG,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,PASAR MINGGU,,2,blank crime type
2024,POLDA METRO JAYA,POLRES METRO DEPOK,,PASAR REBO,,4,blank crime type
2024,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK BEJI,,Narkotika ( Narkoba ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK BEJI,,Penipuan / Perbuatan Curang,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK BOJONG GEDE,,Penganiayaan,2,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK CIMANGGIS,,Narkotika ( Narkoba ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK CIMANGGIS,,Pencurian Dengan Pemberatan ( Curat ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK CIMANGGIS,,Penggelapan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK CIMANGGIS,,Penipuan / Perbuatan Curang,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK CINERE,,Narkotika ( Narkoba ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK CINERE,,Pencurian Dengan Pemberatan ( Curat ),1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK CINERE,,Penipuan / Perbuatan Curang,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK PANCORAN MAS,,Curanmor R-2,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK PANCORAN MAS,,Kejahatan Terhadap Jiwa Orang / Pembunuhan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK PANCORAN MAS,CIRACAS,,1,blank crime type
2024,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK PANCORAN MAS,JAGAKARSA,,3,blank crime type
2024,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK SUKMAJAYA,,Penggelapan,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Cabul,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Curanmor R-2,13,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Judi,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Kawin halangan/kawin tanpa ijin,1,blank kecamatan
2024,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Kejahatan Tentang Jaminan Fidusia,2,blank kecamatan
