year,polda,polres,polsek,kecamatan,jenis_kejahatan,crime_total,reason
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Pengancaman,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Penganiayaan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Penganiayaan Berat ( Anirat ),1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Pengeroyokan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Penggelapan,4,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,,Penipuan / Perbuatan Curang,5,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,CENGKARENG,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,GROGOL PETAMBURAN,,2,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,KEMAYORAN,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,KEMBANGAN,,87,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK KEMBANGAN,TANJUNG PRIOK,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,4,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Narkotika ( Narkoba ),6,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Pencurian Biasa,4,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Pencurian Dengan Pemberatan ( Curat ),8,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Pencurian dalam lingkungan keluarga,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Penganiayaan,2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Penganiayaan Berat ( Anirat ),2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Pengeroyokan,2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Penggelapan,5,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Penipuan / Perbuatan Curang,5,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Perbuatan Yang Tidak Menyenangkan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Percobaan Pencurian,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Perkosaan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,,Terhadap ketertiban umum,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,SAWAH BESAR,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK METRO TAMANSARI,TAMAN SARI,,82,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Kejahatan Tentang Jaminan Fidusia,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Manipulasi data autentik secara elektronik (ITE),1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Pencurian Biasa,2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Pencurian Dengan Pemberatan ( Curat ),7,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Pengancaman,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Penganiayaan,4,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Penganiayaan Berat ( Anirat ),1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Penggelapan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,,Penipuan / Perbuatan Curang,9,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,GROGOL PETAMBURAN,,2,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,KEBON JERUK,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,KELAPA GADING,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK PALMERAH,PALMERAH,,72,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Kejahatan Terhadap Jiwa Orang / Pembunuhan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Kejahatan Terkait Merek,2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Kejahatan Terkait Senjata Tajam ( Sajam ) ( Premanisme ),1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Kejahatan terkait Tenaga Kesehatan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Narkotika ( Narkoba ),2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Pencemaran Nama Baik,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Pencurian Biasa,7,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Pencurian Dengan Kekerasan ( Curas ),4,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Pencurian Dengan Pemberatan ( Curat ),15,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Pengancaman,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Penganiayaan,2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Penggelapan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Penipuan / Perbuatan Curang,13,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,,Percobaan Pencurian,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,PENJARINGAN,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TAMBORA,TAMBORA,,51,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Curanmor R-2,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Manipulasi data autentik secara elektronik (ITE),4,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Narkotika ( Narkoba ),1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Pencemaran Nama Baik,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Pencurian Biasa,5,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Pencurian Dengan Kekerasan ( Curas ),3,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Pencurian Dengan Pemberatan ( Curat ),23,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Penganiayaan,2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Pengeroyokan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Penggelapan,2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,,Penipuan / Perbuatan Curang,16,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,CENGKARENG,,2,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,GROGOL PETAMBURAN,,98,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,KALI DERES,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,POLSEK TANJUNG DUREN,KEBON JERUK,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,,2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Cabul,3,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Curanmor R-2,6,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Kejahatan Tentang Jaminan Fidusia,16,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Kejahatan Tentang Pornografi,2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Kejahatan Tentang Tenaga Kerja,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Kejahatan Terhadap Jiwa Orang / Pembunuhan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Kejahatan Terkait Merek,6,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Kejahatan Terkait Perlindungan Data Pribadi,4,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Kejahatan terkait Tenaga Kesehatan,2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Kekerasan Dalam Rumah Tangga,13,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Kekerasan Seksual (KDRT),1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Manipulasi data autentik secara elektronik (ITE),68,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Memasuki Pekarangan Tanpa Ijin,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Menempatkan anaknya untuk ditemukan atau meninggalkannya dengan maksud untuk melepaskan diri dari padanya,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Mengakibatkan Orang Mati,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Narkotika ( Narkoba ),154,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Pemalsuan Surat Otentik,8,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Pemerasan Dan Pengancaman,4,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Pencemaran Nama Baik,5,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Pencurian Biasa,24,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Pencurian Dengan Kekerasan ( Curas ),1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Pencurian Dengan Pemberatan ( Curat ),30,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Pengancaman,7,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Penganiayaan,19,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Penganiayaan Berat ( Anirat ),2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Pengeroyokan,5,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Pengerusakan,4,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Penggelapan,22,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Penipuan / Perbuatan Curang,79,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Penyerobotan Tanah,2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Perbuatan Yang Tidak Menyenangkan,2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Perkosaan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Perlindungan Konsumen,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Perzinahan,6,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Sumpah Palsu Dan Keterangan Palsu,2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,,Tindak Pidana Dalam Perlindungan Anak,9,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CAKUNG,,6,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CEMPAKA PUTIH,,41,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CENGKARENG,,7,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CILANDAK,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,CIPAYUNG,,3,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,DUREN SAWIT,,2,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GAMBIR,,57,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,GROGOL PETAMBURAN,,6,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JATINEGARA,,4,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,JOHAR BARU,,33,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KALI DERES,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEBAYORAN BARU,,3,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEBAYORAN LAMA,,5,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEBON JERUK,,7,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KELAPA GADING,,5,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMAYORAN,,128,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KEMBANGAN,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KOJA,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,KRAMAT JATI,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MAMPANG PRAPATAN,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,MENTENG,,60,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PADEMANGAN,,8,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PALMERAH,,2,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PANCORAN,,3,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PASAR MINGGU,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PASAR REBO,,2,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PENJARINGAN,,2,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PESANGGRAHAN,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,PULO GADUNG,,3,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SAWAH BESAR,,83,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SENEN,,52,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,SETIA BUDI,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,TAMAN SARI,,16,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,TAMBORA,,5,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,TANAH ABANG,,83,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,TANJUNG PRIOK,,6,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,,TEBET,,2,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK CEMPAKA PUTIH,,Narkotika ( Narkoba ),6,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK CEMPAKA PUTIH,,Pencurian Biasa,2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK CEMPAKA PUTIH,,Pencurian Dengan Pemberatan ( Curat ),9,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK CEMPAKA PUTIH,,Pengeroyokan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK CEMPAKA PUTIH,,Penggelapan,2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK CEMPAKA PUTIH,,Penipuan / Perbuatan Curang,6,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK CEMPAKA PUTIH,,Terhadap ketertiban umum,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK CEMPAKA PUTIH,CEMPAKA PUTIH,,59,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Karena Alpa  Menimbulkan  Kebakaran/ Meletus/banjir,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Kejahatan Terkait Pangan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Narkotika ( Narkoba ),3,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Pencurian Biasa,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Pencurian Dengan Pemberatan ( Curat ),5,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Penganiayaan,3,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Pengeroyokan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Penipuan / Perbuatan Curang,4,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Perkelahian Pelajar / Mahasiswa,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,,Terhadap ketertiban umum,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,JOHAR BARU,,38,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,KEMAYORAN,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,SENEN,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK JOHAR BARU,TANJUNG PRIOK,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Curanmor R-2,21,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Kejahatan Terkait Perlindungan Data Pribadi,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Pencurian Biasa,15,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Pencurian Dengan Kekerasan ( Curas ),1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Pencurian Dengan Pemberatan ( Curat ),29,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Penganiayaan,5,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Pengeroyokan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Penggelapan,2,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Penghinaan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,,Penipuan / Perbuatan Curang,24,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK KEMAYORAN,KEMAYORAN,,136,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Pencurian Biasa,4,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Pencurian Dengan Pemberatan ( Curat ),4,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Pengerusakan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,,Penipuan / Perbuatan Curang,9,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO GAMBIR,GAMBIR,,54,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Pencurian Biasa,5,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Pencurian Dengan Pemberatan ( Curat ),9,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Penganiayaan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Pengeroyokan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Pengerusakan,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,,Penipuan / Perbuatan Curang,6,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,CAKUNG,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,CEMPAKA PUTIH,,2,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,GAMBIR,,2,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,GROGOL PETAMBURAN,,2,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,JOHAR BARU,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,KEMAYORAN,,1,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,MATRAMAN,,2,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,MENTENG,,393,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,PALMERAH,,5,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,SAWAH BESAR,,3,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,SENEN,,4,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,SETIA BUDI,,6,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO MENTENG,TANAH ABANG,,5,blank crime type
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,,1,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Narkotika ( Narkoba ),6,blank kecamatan
2026,POLDA METRO JAYA,POLRES METRO JAKARTA PUSAT,POLSEK METRO TANAH ABANG,,Pencurian Biasa,5,blank kecamatan
