year,polda,polres,polsek,kecamatan,jenis_kejahatan,crime_total
2026,POLDA METRO JAYA,,,TANAH ABANG,Kejahatan Terhadap Penguasa Umum,1
2026,POLDA METRO JAYA,,,TANAH ABANG,Kejahatan terkait Tenaga Kesehatan,2
2026,POLDA METRO JAYA,,,TANAH ABANG,Manipulasi data autentik secara elektronik (ITE),23
2026,POLDA METRO JAYA,,,TANAH ABANG,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,,,TANAH ABANG,Pemalsuan Mata Uang Dan Uang Kertas,1
2026,POLDA METRO JAYA,,,TANAH ABANG,Pemalsuan Surat Otentik,1
2026,POLDA METRO JAYA,,,TANAH ABANG,Pemerasan,1
2026,POLDA METRO JAYA,,,TANAH ABANG,Pemerasan Dan Pengancaman,1
2026,POLDA METRO JAYA,,,TANAH ABANG,Pencemaran Nama Baik,1
2026,POLDA METRO JAYA,,,TANAH ABANG,Pencurian Biasa,6
2026,POLDA METRO JAYA,,,TANAH ABANG,Pencurian Dengan Pemberatan ( Curat ),1
2026,POLDA METRO JAYA,,,TANAH ABANG,Penganiayaan,3
2026,POLDA METRO JAYA,,,TANAH ABANG,Penggelapan,1
2026,POLDA METRO JAYA,,,TANAH ABANG,Penipuan / Perbuatan Curang,6
2026,POLDA METRO JAYA,,,TANAH ABANG,Penyebaran Berita Bohong ( Hoax ),1
2026,POLDA METRO JAYA,,,TANAH ABANG,Penyekapan,1
2026,POLDA METRO JAYA,,,TANAH ABANG,Terhadap ketertiban umum,1
2026,POLDA METRO JAYA,,,TANAH ABANG,Tindak Pidana Pencucian Uang ( TPPU / Money Laundering),1
2026,POLDA METRO JAYA,,,TANJUNG PRIOK,,14
2026,POLDA METRO JAYA,,,TANJUNG PRIOK,Illegal Fishing,1
2026,POLDA METRO JAYA,,,TANJUNG PRIOK,Kejahatan Tentang Perdagangan,1
2026,POLDA METRO JAYA,,,TANJUNG PRIOK,Kejahatan Tentang Pornografi,1
2026,POLDA METRO JAYA,,,TANJUNG PRIOK,Kejahatan terkait Tenaga Kesehatan,2
2026,POLDA METRO JAYA,,,TANJUNG PRIOK,Manipulasi data autentik secara elektronik (ITE),7
2026,POLDA METRO JAYA,,,TANJUNG PRIOK,Melawan Putusan Pengadilan,1
2026,POLDA METRO JAYA,,,TANJUNG PRIOK,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,1
2026,POLDA METRO JAYA,,,TANJUNG PRIOK,Narkotika ( Narkoba ),2
2026,POLDA METRO JAYA,,,TANJUNG PRIOK,Pemalsuan Surat Otentik,1
2026,POLDA METRO JAYA,,,TANJUNG PRIOK,Pencemaran Nama Baik,1
2026,POLDA METRO JAYA,,,TANJUNG PRIOK,Pengaduan Palsu,1
2026,POLDA METRO JAYA,,,TANJUNG PRIOK,Penipuan / Perbuatan Curang,2
2026,POLDA METRO JAYA,,,TEBET,,36
2026,POLDA METRO JAYA,,,TEBET,Kejahatan Tentang Tenaga Kerja,1
2026,POLDA METRO JAYA,,,TEBET,Manipulasi data autentik secara elektronik (ITE),18
2026,POLDA METRO JAYA,,,TEBET,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,,,TEBET,Pemalsuan Surat Otentik,1
2026,POLDA METRO JAYA,,,TEBET,Penadahan,1
2026,POLDA METRO JAYA,,,TEBET,Pencemaran Nama Baik,4
2026,POLDA METRO JAYA,,,TEBET,Pencurian Dengan Pemberatan ( Curat ),2
2026,POLDA METRO JAYA,,,TEBET,Pengeroyokan,1
2026,POLDA METRO JAYA,,,TEBET,Penggelapan,5
2026,POLDA METRO JAYA,,,TEBET,Penipuan / Perbuatan Curang,6
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,,Manipulasi data autentik secara elektronik (ITE),1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,2
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,,Narkotika ( Narkoba ),4
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,,Penipuan / Perbuatan Curang,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,CENGKARENG,,6
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,CENGKARENG,Narkotika ( Narkoba ),2
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,CILANDAK,,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,CILINCING,,2
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KALI DERES,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEMBANGAN,,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU SELATAN,,3
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU SELATAN,Pengeroyokan,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU SELATAN,Penipuan / Perbuatan Curang,3
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU UTARA,,3
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU UTARA,Manipulasi data autentik secara elektronik (ITE),1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU UTARA,Pencurian Biasa,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,KEPULAUAN SERIBU UTARA,Penipuan / Perbuatan Curang,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,MATRAMAN,Narkotika ( Narkoba ),2
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,MENTENG,,3
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,MENTENG,Kejahatan Tentang Pornografi,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,PADEMANGAN,,3
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,PADEMANGAN,Manipulasi data autentik secara elektronik (ITE),1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,PADEMANGAN,Narkotika ( Narkoba ),2
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,PALMERAH,,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,PENJARINGAN,,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,PENJARINGAN,Narkotika ( Narkoba ),2
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,SENEN,,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,SENEN,Manipulasi data autentik secara elektronik (ITE),1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,TANJUNG PRIOK,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,,TEBET,,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU SELATAN,,Narkotika ( Narkoba ),6
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU SELATAN,,Pencurian Biasa,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU SELATAN,KEPULAUAN SERIBU SELATAN,Pemerasan,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU SELATAN,KEPULAUAN SERIBU SELATAN,Penganiayaan,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU SELATAN,KEPULAUAN SERIBU SELATAN,Penggelapan,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU SELATAN,PADEMANGAN,Narkotika ( Narkoba ),2
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU SELATAN,TANJUNG PRIOK,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,,,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,,Pencurian Biasa,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,,Pencurian Dengan Pemberatan ( Curat ),1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,,Penganiayaan,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,,Penipuan / Perbuatan Curang,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,CILINCING,,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU UTARA,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU UTARA,Pencurian Biasa,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU UTARA,Penganiayaan,3
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU UTARA,Pengeroyokan,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU UTARA,Penghinaan,1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU UTARA,Percobaan Pencurian,2
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,KOJA,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES KEPULAUAN SERIBU,POLSEK KEPULAUAN SERIBU UTARA,TANJUNG PRIOK,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES METRO BEKASI,,,Narkotika ( Narkoba ),2
2026,POLDA METRO JAYA,POLRES METRO BEKASI,,CAKUNG,,1
2026,POLDA METRO JAYA,POLRES METRO BEKASI,,JATINEGARA,,1
2026,POLDA METRO JAYA,POLRES METRO BEKASI,,MATRAMAN,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Narkotika ( Narkoba ),4
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Pencemaran Nama Baik,1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,,Penipuan / Perbuatan Curang,1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,CAKUNG,,4
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,CAKUNG,Narkotika ( Narkoba ),2
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,CAKUNG,Penggelapan,1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,CIPAYUNG,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,CIRACAS,,2
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,DUREN SAWIT,Narkotika ( Narkoba ),2
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,JAGAKARSA,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,JATINEGARA,,1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,KEBAYORAN LAMA,Penipuan / Perbuatan Curang,1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,KEBON JERUK,,1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,KELAPA GADING,Manipulasi data autentik secara elektronik (ITE),1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,MAKASAR,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,MATRAMAN,,1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,MATRAMAN,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,MENTENG,Penistaan Agama,1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,PADEMANGAN,,1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,PASAR REBO,Penipuan / Perbuatan Curang,1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,SETIA BUDI,Penipuan / Perbuatan Curang,2
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,TAMAN SARI,Pencurian Biasa,1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,,TEBET,Pencemaran Nama Baik,1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK JATIASIH,KRAMAT JATI,Penipuan / Perbuatan Curang,1
2026,POLDA METRO JAYA,POLRES METRO BEKASI KOTA,POLSEK JATIASIH,MAKASAR,,1
2026,POLDA METRO JAYA,POLRES METRO DEPOK,,,Narkotika ( Narkoba ),3
2026,POLDA METRO JAYA,POLRES METRO DEPOK,,CEMPAKA PUTIH,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES METRO DEPOK,,CILANDAK,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES METRO DEPOK,,CIPAYUNG,,1
2026,POLDA METRO JAYA,POLRES METRO DEPOK,,JAGAKARSA,,1
2026,POLDA METRO JAYA,POLRES METRO DEPOK,,JAGAKARSA,Manipulasi data autentik secara elektronik (ITE),1
2026,POLDA METRO JAYA,POLRES METRO DEPOK,,JAGAKARSA,Narkotika ( Narkoba ),2
2026,POLDA METRO JAYA,POLRES METRO DEPOK,,KEBAYORAN LAMA,Narkotika ( Narkoba ),3
2026,POLDA METRO JAYA,POLRES METRO DEPOK,,KRAMAT JATI,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES METRO DEPOK,,PANCORAN,Manipulasi data autentik secara elektronik (ITE),1
2026,POLDA METRO JAYA,POLRES METRO DEPOK,,PASAR MINGGU,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES METRO DEPOK,,PASAR REBO,,1
2026,POLDA METRO JAYA,POLRES METRO DEPOK,,TAMAN SARI,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK BEJI,JAGAKARSA,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK BEJI,MAMPANG PRAPATAN,,1
2026,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK CIMANGGIS,PASAR REBO,Pemerasan Dan Pengancaman,1
2026,POLDA METRO JAYA,POLRES METRO DEPOK,POLSEK SUKMAJAYA,SENEN,Pemalsuan Surat Otentik,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Cabul,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Curanmor R-2,4
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Kejahatan Tentang Jaminan Fidusia,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Kejahatan Tentang Pornografi,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Kejahatan Terkait Merek,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Kejahatan Terkait Perlindungan Data Pribadi,3
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Kejahatan terkait Tenaga Kesehatan,7
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Kekerasan Dalam Rumah Tangga,10
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Kekerasan Seksual (KDRT),2
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Manipulasi data autentik secara elektronik (ITE),34
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Memasuki Pekarangan Tanpa Ijin,3
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,6
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Narkotika ( Narkoba ),45
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pemalsuan Surat Otentik,5
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pemerasan Dan Pengancaman,2
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pencemaran Nama Baik,11
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pencurian Biasa,5
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pencurian Dengan Kekerasan ( Curas ),5
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pencurian Dengan Pemberatan ( Curat ),19
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pencurian dalam lingkungan keluarga,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pengancaman,5
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Penganiayaan,13
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Penganiayaan Berat ( Anirat ),1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pengeroyokan,9
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Pengerusakan,3
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Penggelapan,16
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Penghinaan,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Penipuan / Perbuatan Curang,77
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Penyekapan,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Penyelundupan Senjata api (senpi),1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Penyerobotan Tanah,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,5
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Perzinahan,2
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Psikotropika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Sumpah Palsu Dan Keterangan Palsu,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Tindak Pidana Dalam Perlindungan Anak,12
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,,Tindak Pidana Transfer Dana,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CAKUNG,Narkotika ( Narkoba ),2
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CEMPAKA PUTIH,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,,71
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Curanmor R-2,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Kejahatan Tentang Pornografi,2
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Kejahatan Terhadap Jiwa Orang / Pembunuhan,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Kejahatan Terkait Perlindungan Data Pribadi,4
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Kekerasan Dalam Rumah Tangga,8
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Kekerasan Seksual (KDRT),2
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Manipulasi data autentik secara elektronik (ITE),6
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Memasuki Pekarangan Tanpa Ijin,3
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Narkotika ( Narkoba ),7
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Pemalsuan Surat Otentik,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Pemerasan,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Pemerasan Dan Pengancaman,2
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Pencemaran Nama Baik,6
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Pencurian Biasa,18
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Pencurian Dengan Kekerasan ( Curas ),1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Pencurian Dengan Pemberatan ( Curat ),3
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Pencurian Ringan,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Pencurian dalam lingkungan keluarga,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Pengancaman,12
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Penganiayaan,18
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Pengeroyokan,5
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Pengerusakan,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Penggelapan,21
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Penghinaan,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Penipuan / Perbuatan Curang,24
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Perbuatan Yang Tidak Menyenangkan,4
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Perzinahan,3
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CENGKARENG,Tindak Pidana Dalam Perlindungan Anak,4
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CILANDAK,,3
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,CILANDAK,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,DUREN SAWIT,,2
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GAMBIR,,3
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GAMBIR,Narkotika ( Narkoba ),2
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,,73
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Cabul,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Kejahatan Tentang Jaminan Fidusia,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Kejahatan Tentang Pornografi,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Kejahatan Terkait Perlindungan Data Pribadi,3
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Kekerasan Dalam Rumah Tangga,4
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Manipulasi data autentik secara elektronik (ITE),18
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Memasuki Pekarangan Tanpa Ijin,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Narkotika ( Narkoba ),6
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Pemalsuan Surat Otentik,7
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Pemerasan,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Pemerasan Dan Pengancaman,2
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Pencemaran Nama Baik,9
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Pencurian Biasa,13
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Pencurian Dengan Kekerasan ( Curas ),6
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Pencurian Dengan Pemberatan ( Curat ),8
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Pengancaman,5
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Penganiayaan,11
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Penganiayaan Berat ( Anirat ),2
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Pengeroyokan,6
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Pengerusakan,2
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Penggelapan,23
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Penghinaan,2
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Penipuan / Perbuatan Curang,49
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Perzinahan,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Sumpah Palsu Dan Keterangan Palsu,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,GROGOL PETAMBURAN,Tindak Pidana Transfer Dana,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,JAGAKARSA,,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,JAGAKARSA,Narkotika ( Narkoba ),2
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,JATINEGARA,,3
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,JATINEGARA,Narkotika ( Narkoba ),1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,KALI DERES,,40
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,KALI DERES,Cabul,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,KALI DERES,Kejahatan Tentang Pornografi,1
2026,POLDA METRO JAYA,POLRES METRO JAKARTA BARAT,,KALI DERES,Kekerasan Dalam Rumah Tangga,2
