year,polda,polres,polsek,kecamatan,jenis_kejahatan,crime_total
2024,POLDA METRO JAYA,,,,,1
2024,POLDA METRO JAYA,,,,Cukai,1
2024,POLDA METRO JAYA,,,,Curanmor R-2,5
2024,POLDA METRO JAYA,,,,Hak Atas Kekayaan Intelektual ( HAKI ),8
2024,POLDA METRO JAYA,,,,Illegal Fishing,12
2024,POLDA METRO JAYA,,,,Judi,5
2024,POLDA METRO JAYA,,,,Kejahatan Pasar Modal,1
2024,POLDA METRO JAYA,,,,Kejahatan Tentang Desain Industri,1
2024,POLDA METRO JAYA,,,,Kejahatan Tentang Jaminan Fidusia,5
2024,POLDA METRO JAYA,,,,Kejahatan Tentang Konservasi Sumber Daya Alam Hayati Dan Ekosistem,1
2024,POLDA METRO JAYA,,,,Kejahatan Tentang Minyak Dan Gas  ( MIGAS ),3
2024,POLDA METRO JAYA,,,,Kejahatan Tentang Perdagangan,8
2024,POLDA METRO JAYA,,,,Kejahatan Tentang Perindustrian,2
2024,POLDA METRO JAYA,,,,Kejahatan Tentang Tenaga Kerja,14
2024,POLDA METRO JAYA,,,,Kejahatan Terhadap Jiwa Orang / Pembunuhan,2
2024,POLDA METRO JAYA,,,,Kejahatan Terhadap Penguasa Umum,1
2024,POLDA METRO JAYA,,,,Kejahatan Terkait Kearsipan,1
2024,POLDA METRO JAYA,,,,Kejahatan Terkait Merek,15
2024,POLDA METRO JAYA,,,,Kejahatan Terkait Perlindungan Data Pribadi,3
2024,POLDA METRO JAYA,,,,Kejahatan Terkait Rahasia Dagang,1
2024,POLDA METRO JAYA,,,,Kejahatan Terkait Senjata Tajam ( Sajam ),1
2024,POLDA METRO JAYA,,,,Kejahatan terkait Pemilihan Umum,2
2024,POLDA METRO JAYA,,,,Kejahatan terkait Tenaga Kesehatan,4
2024,POLDA METRO JAYA,,,,Kekerasan Dalam Rumah Tangga,11
2024,POLDA METRO JAYA,,,,Kekerasan Seksual (KDRT),15
2024,POLDA METRO JAYA,,,,"Konflik Suku, Agama, Ras, dan Antar Golongan (SARA)",2
2024,POLDA METRO JAYA,,,,Korupsi ( Tipikor ),2
2024,POLDA METRO JAYA,,,,Manipulasi data autentik secara elektronik (ITE),959
2024,POLDA METRO JAYA,,,,Memasuki Pekarangan Tanpa Ijin,10
2024,POLDA METRO JAYA,,,,Mengakibatkan Orang Luka,6
2024,POLDA METRO JAYA,,,,Mengakibatkan Orang Mati,3
2024,POLDA METRO JAYA,,,,Menghambat Penyidikan,1
2024,POLDA METRO JAYA,,,,Menjual atau mengedarkan obat keras / bebas terbatas tanpa ijin,1
2024,POLDA METRO JAYA,,,,Narkotika ( Narkoba ),263
2024,POLDA METRO JAYA,,,,Pemalsuan Mata Uang Dan Uang Kertas,2
2024,POLDA METRO JAYA,,,,Pemalsuan Surat Otentik,100
2024,POLDA METRO JAYA,,,,Pemerasan Dan Pengancaman,10
2024,POLDA METRO JAYA,,,,Penadahan,2
2024,POLDA METRO JAYA,,,,Pencemaran Nama Baik,12
2024,POLDA METRO JAYA,,,,Pencurian Biasa,49
2024,POLDA METRO JAYA,,,,Pencurian Dengan Kekerasan ( Curas ),8
2024,POLDA METRO JAYA,,,,Pencurian Dengan Pemberatan ( Curat ),62
2024,POLDA METRO JAYA,,,,Pencurian dalam lingkungan keluarga,2
2024,POLDA METRO JAYA,,,,Pengaduan Palsu,10
2024,POLDA METRO JAYA,,,,Pengancaman,3
2024,POLDA METRO JAYA,,,,Penganiayaan,15
2024,POLDA METRO JAYA,,,,Penganiayaan Berat ( Anirat ),2
2024,POLDA METRO JAYA,,,,Pengeroyokan,11
2024,POLDA METRO JAYA,,,,Pengerusakan,9
2024,POLDA METRO JAYA,,,,Penggelapan,156
2024,POLDA METRO JAYA,,,,Penghinaan,2
2024,POLDA METRO JAYA,,,,Penipuan / Perbuatan Curang,412
2024,POLDA METRO JAYA,,,,Penistaan Agama,2
2024,POLDA METRO JAYA,,,,Penyalahgunaan Wewenang,1
2024,POLDA METRO JAYA,,,,Penyebaran Berita Bohong ( Hoax ),2
2024,POLDA METRO JAYA,,,,Penyekapan,3
2024,POLDA METRO JAYA,,,,Penyerobotan Tanah,4
2024,POLDA METRO JAYA,,,,Perampasan ( Premanisme ),3
2024,POLDA METRO JAYA,,,,Perbankan,7
2024,POLDA METRO JAYA,,,,Perbuatan Yang Tidak Menyenangkan,4
2024,POLDA METRO JAYA,,,,Perdagangan Manusia / Trafficking In Person / Tppo (dalam Negeri),2
2024,POLDA METRO JAYA,,,,Perlindungan Konsumen,5
2024,POLDA METRO JAYA,,,,Persetubuhan Terhadap Anak / Cabul Terhadap Anak,1
2024,POLDA METRO JAYA,,,,Perzinahan,7
2024,POLDA METRO JAYA,,,,Psikotropika ( Narkoba ),1
2024,POLDA METRO JAYA,,,,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1
2024,POLDA METRO JAYA,,,,Sumpah Palsu Dan Keterangan Palsu,4
2024,POLDA METRO JAYA,,,,Terhadap ketertiban umum,3
2024,POLDA METRO JAYA,,,,Tindak Pidana Dalam Perlindungan Anak,27
2024,POLDA METRO JAYA,,,,Tindak Pidana Pencucian Uang ( TPPU / Money Laundering),1
2024,POLDA METRO JAYA,,,,Tindak Pidana Transfer Dana,3
2024,POLDA METRO JAYA,,,CAKUNG,,20
2024,POLDA METRO JAYA,,,CAKUNG,Kejahatan Tentang Desain Industri,1
2024,POLDA METRO JAYA,,,CAKUNG,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,POLDA METRO JAYA,,,CAKUNG,Manipulasi data autentik secara elektronik (ITE),7
2024,POLDA METRO JAYA,,,CAKUNG,Narkotika ( Narkoba ),2
2024,POLDA METRO JAYA,,,CAKUNG,Pemalsuan Surat Otentik,1
2024,POLDA METRO JAYA,,,CAKUNG,Penadahan,1
2024,POLDA METRO JAYA,,,CAKUNG,Pencurian Biasa,1
2024,POLDA METRO JAYA,,,CAKUNG,Penggelapan,3
2024,POLDA METRO JAYA,,,CAKUNG,Penipuan / Perbuatan Curang,3
2024,POLDA METRO JAYA,,,CAKUNG,Sumpah Palsu Dan Keterangan Palsu,1
2024,POLDA METRO JAYA,,,CEMPAKA PUTIH,,13
2024,POLDA METRO JAYA,,,CEMPAKA PUTIH,Manipulasi data autentik secara elektronik (ITE),4
2024,POLDA METRO JAYA,,,CEMPAKA PUTIH,Pemalsuan Surat Otentik,2
2024,POLDA METRO JAYA,,,CEMPAKA PUTIH,Penculikan,1
2024,POLDA METRO JAYA,,,CEMPAKA PUTIH,Pencurian Biasa,1
2024,POLDA METRO JAYA,,,CEMPAKA PUTIH,Pencurian Dengan Pemberatan ( Curat ),1
2024,POLDA METRO JAYA,,,CEMPAKA PUTIH,Penggelapan,1
2024,POLDA METRO JAYA,,,CEMPAKA PUTIH,Penipuan / Perbuatan Curang,6
2024,POLDA METRO JAYA,,,CENGKARENG,,29
2024,POLDA METRO JAYA,,,CENGKARENG,Kejahatan Tentang Tenaga Kerja,1
2024,POLDA METRO JAYA,,,CENGKARENG,Kejahatan Terkait Merek,1
2024,POLDA METRO JAYA,,,CENGKARENG,Manipulasi data autentik secara elektronik (ITE),8
2024,POLDA METRO JAYA,,,CENGKARENG,Narkotika ( Narkoba ),6
2024,POLDA METRO JAYA,,,CENGKARENG,Pencurian Biasa,1
2024,POLDA METRO JAYA,,,CENGKARENG,Penganiayaan,1
2024,POLDA METRO JAYA,,,CENGKARENG,Penganiayaan Berat ( Anirat ),1
2024,POLDA METRO JAYA,,,CENGKARENG,Penggelapan,3
2024,POLDA METRO JAYA,,,CENGKARENG,Penipuan / Perbuatan Curang,5
2024,POLDA METRO JAYA,,,CENGKARENG,Penyerobotan Tanah,1
2024,POLDA METRO JAYA,,,CILANDAK,,30
2024,POLDA METRO JAYA,,,CILANDAK,Kejahatan Tentang Jaminan Fidusia,2
2024,POLDA METRO JAYA,,,CILANDAK,Kejahatan terkait Tenaga Kesehatan,1
2024,POLDA METRO JAYA,,,CILANDAK,Kekerasan Dalam Rumah Tangga,1
2024,POLDA METRO JAYA,,,CILANDAK,Kekerasan Seksual (KDRT),1
2024,POLDA METRO JAYA,,,CILANDAK,Manipulasi data autentik secara elektronik (ITE),9
2024,POLDA METRO JAYA,,,CILANDAK,Memasuki Pekarangan Tanpa Ijin,1
2024,POLDA METRO JAYA,,,CILANDAK,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,,,CILANDAK,Pencemaran Nama Baik,1
2024,POLDA METRO JAYA,,,CILANDAK,Penggelapan,8
2024,POLDA METRO JAYA,,,CILANDAK,Penipuan / Perbuatan Curang,8
2024,POLDA METRO JAYA,,,CILANDAK,Penistaan Agama,1
2024,POLDA METRO JAYA,,,CILANDAK,Perbankan,1
2024,POLDA METRO JAYA,,,CILANDAK,Tindak Pidana Dalam Perlindungan Anak,1
2024,POLDA METRO JAYA,,,CILINCING,,14
2024,POLDA METRO JAYA,,,CILINCING,Kekerasan Dalam Rumah Tangga,1
2024,POLDA METRO JAYA,,,CILINCING,Kekerasan Seksual (KDRT),1
2024,POLDA METRO JAYA,,,CILINCING,Manipulasi data autentik secara elektronik (ITE),2
2024,POLDA METRO JAYA,,,CILINCING,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,,,CILINCING,Pencurian Dengan Pemberatan ( Curat ),1
2024,POLDA METRO JAYA,,,CILINCING,Penganiayaan,2
2024,POLDA METRO JAYA,,,CILINCING,Penggelapan,2
2024,POLDA METRO JAYA,,,CILINCING,Penipuan / Perbuatan Curang,3
2024,POLDA METRO JAYA,,,CIPAYUNG,,11
2024,POLDA METRO JAYA,,,CIPAYUNG,Kekerasan Dalam Rumah Tangga,1
2024,POLDA METRO JAYA,,,CIPAYUNG,Manipulasi data autentik secara elektronik (ITE),3
2024,POLDA METRO JAYA,,,CIPAYUNG,Memasuki Pekarangan Tanpa Ijin,1
2024,POLDA METRO JAYA,,,CIPAYUNG,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,,,CIPAYUNG,Pencurian Biasa,1
2024,POLDA METRO JAYA,,,CIPAYUNG,Pencurian Dengan Pemberatan ( Curat ),1
2024,POLDA METRO JAYA,,,CIPAYUNG,Penggelapan,4
2024,POLDA METRO JAYA,,,CIPAYUNG,Penipuan / Perbuatan Curang,3
2024,POLDA METRO JAYA,,,CIPAYUNG,Penyerobotan Tanah,1
2024,POLDA METRO JAYA,,,CIPAYUNG,Perbankan,1
2024,POLDA METRO JAYA,,,CIRACAS,,12
2024,POLDA METRO JAYA,,,CIRACAS,Manipulasi data autentik secara elektronik (ITE),5
2024,POLDA METRO JAYA,,,CIRACAS,Pemalsuan Surat Otentik,2
2024,POLDA METRO JAYA,,,CIRACAS,Pemerasan,1
2024,POLDA METRO JAYA,,,CIRACAS,Pencemaran Nama Baik,1
2024,POLDA METRO JAYA,,,CIRACAS,Penggelapan,1
2024,POLDA METRO JAYA,,,CIRACAS,Penipuan / Perbuatan Curang,2
2024,POLDA METRO JAYA,,,CIRACAS,Perkosaan,1
2024,POLDA METRO JAYA,,,DUREN SAWIT,,24
2024,POLDA METRO JAYA,,,DUREN SAWIT,Kejahatan Tentang Jaminan Fidusia,2
2024,POLDA METRO JAYA,,,DUREN SAWIT,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,POLDA METRO JAYA,,,DUREN SAWIT,Manipulasi data autentik secara elektronik (ITE),8
2024,POLDA METRO JAYA,,,DUREN SAWIT,Memasuki Pekarangan Tanpa Ijin,1
2024,POLDA METRO JAYA,,,DUREN SAWIT,Pencurian Biasa,2
2024,POLDA METRO JAYA,,,DUREN SAWIT,Penggelapan,2
2024,POLDA METRO JAYA,,,DUREN SAWIT,Penipuan / Perbuatan Curang,4
2024,POLDA METRO JAYA,,,DUREN SAWIT,Penyerobotan Tanah,1
2024,POLDA METRO JAYA,,,DUREN SAWIT,Perampasan ( Premanisme ),1
2024,POLDA METRO JAYA,,,GAMBIR,,26
2024,POLDA METRO JAYA,,,GAMBIR,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,POLDA METRO JAYA,,,GAMBIR,Manipulasi data autentik secara elektronik (ITE),10
2024,POLDA METRO JAYA,,,GAMBIR,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,,,GAMBIR,Pemalsuan Surat Otentik,4
2024,POLDA METRO JAYA,,,GAMBIR,Penadahan,1
2024,POLDA METRO JAYA,,,GAMBIR,Pencemaran Nama Baik,1
2024,POLDA METRO JAYA,,,GAMBIR,Pencurian Biasa,2
2024,POLDA METRO JAYA,,,GAMBIR,Pencurian Dengan Pemberatan ( Curat ),2
2024,POLDA METRO JAYA,,,GAMBIR,Penganiayaan,1
2024,POLDA METRO JAYA,,,GAMBIR,Pengeroyokan,1
2024,POLDA METRO JAYA,,,GAMBIR,Penggelapan,4
2024,POLDA METRO JAYA,,,GAMBIR,Penipuan / Perbuatan Curang,5
2024,POLDA METRO JAYA,,,GAMBIR,Sumpah Palsu Dan Keterangan Palsu,1
2024,POLDA METRO JAYA,,,GAMBIR,Terhadap ketertiban umum,1
2024,POLDA METRO JAYA,,,GAMBIR,Tindak Pidana Transfer Dana,1
2024,POLDA METRO JAYA,,,GROGOL PETAMBURAN,,38
2024,POLDA METRO JAYA,,,GROGOL PETAMBURAN,Kejahatan Terkait Merek,1
2024,POLDA METRO JAYA,,,GROGOL PETAMBURAN,Kekerasan Seksual (KDRT),1
2024,POLDA METRO JAYA,,,GROGOL PETAMBURAN,Manipulasi data autentik secara elektronik (ITE),13
2024,POLDA METRO JAYA,,,GROGOL PETAMBURAN,Narkotika ( Narkoba ),6
2024,POLDA METRO JAYA,,,GROGOL PETAMBURAN,Pemerasan Dan Pengancaman,1
2024,POLDA METRO JAYA,,,GROGOL PETAMBURAN,Pencurian Biasa,1
2024,POLDA METRO JAYA,,,GROGOL PETAMBURAN,Pengeroyokan,1
2024,POLDA METRO JAYA,,,GROGOL PETAMBURAN,Penggelapan,4
2024,POLDA METRO JAYA,,,GROGOL PETAMBURAN,Penipuan / Perbuatan Curang,4
2024,POLDA METRO JAYA,,,JAGAKARSA,,39
2024,POLDA METRO JAYA,,,JAGAKARSA,Kejahatan Tentang Jaminan Fidusia,1
2024,POLDA METRO JAYA,,,JAGAKARSA,Kekerasan Dalam Rumah Tangga,1
2024,POLDA METRO JAYA,,,JAGAKARSA,Manipulasi data autentik secara elektronik (ITE),9
2024,POLDA METRO JAYA,,,JAGAKARSA,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,,,JAGAKARSA,Pemerasan,1
2024,POLDA METRO JAYA,,,JAGAKARSA,Pencurian Biasa,3
2024,POLDA METRO JAYA,,,JAGAKARSA,Penggelapan,2
2024,POLDA METRO JAYA,,,JAGAKARSA,Perzinahan,1
2024,POLDA METRO JAYA,,,JAGAKARSA,Tindak Pidana Dalam Perlindungan Anak,2
2024,POLDA METRO JAYA,,,JATINEGARA,,11
2024,POLDA METRO JAYA,,,JATINEGARA,Kejahatan Tentang Perindustrian,1
2024,POLDA METRO JAYA,,,JATINEGARA,Manipulasi data autentik secara elektronik (ITE),4
2024,POLDA METRO JAYA,,,JATINEGARA,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,,,JATINEGARA,Pembunuhan,1
2024,POLDA METRO JAYA,,,JATINEGARA,Pencurian Dengan Pemberatan ( Curat ),2
2024,POLDA METRO JAYA,,,JATINEGARA,Penggelapan,4
2024,POLDA METRO JAYA,,,JATINEGARA,Penipuan / Perbuatan Curang,3
2024,POLDA METRO JAYA,,,JATINEGARA,Perbankan,1
2024,POLDA METRO JAYA,,,JOHAR BARU,,5
2024,POLDA METRO JAYA,,,JOHAR BARU,Manipulasi data autentik secara elektronik (ITE),1
2024,POLDA METRO JAYA,,,JOHAR BARU,Narkotika ( Narkoba ),2
2024,POLDA METRO JAYA,,,JOHAR BARU,Penipuan / Perbuatan Curang,1
2024,POLDA METRO JAYA,,,KALI DERES,,12
2024,POLDA METRO JAYA,,,KALI DERES,Kejahatan Tentang Tenaga Kerja,1
2024,POLDA METRO JAYA,,,KALI DERES,Kekerasan Dalam Rumah Tangga,1
2024,POLDA METRO JAYA,,,KALI DERES,Manipulasi data autentik secara elektronik (ITE),1
2024,POLDA METRO JAYA,,,KALI DERES,Memasuki Pekarangan Tanpa Ijin,1
2024,POLDA METRO JAYA,,,KALI DERES,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,,,KALI DERES,Pemalsuan Surat Otentik,1
2024,POLDA METRO JAYA,,,KALI DERES,Penggelapan,5
2024,POLDA METRO JAYA,,,KALI DERES,Penipuan / Perbuatan Curang,1
2024,POLDA METRO JAYA,,,KALI DERES,Perlindungan Konsumen,1
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,,101
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Hak Atas Kekayaan Intelektual ( HAKI ),1
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Judi,9
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Kekerasan Dalam Rumah Tangga,1
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Kekerasan Seksual (KDRT),3
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Korupsi ( Tipikor ),4
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Manipulasi data autentik secara elektronik (ITE),36
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Narkotika ( Narkoba ),4
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Pemalsuan Surat Otentik,3
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Pencemaran Nama Baik,4
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Pencurian Biasa,9
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Pencurian Dengan Kekerasan ( Curas ),1
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Pencurian Dengan Pemberatan ( Curat ),1
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Penganiayaan,2
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Penggelapan,10
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Penipuan / Perbuatan Curang,17
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Penistaan Agama,1
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Penyalahgunaan Wewenang,1
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Perbankan,2
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Perlindungan Konsumen,1
2024,POLDA METRO JAYA,,,KEBAYORAN BARU,Perzinahan,1
2024,POLDA METRO JAYA,,,KEBAYORAN LAMA,,43
2024,POLDA METRO JAYA,,,KEBAYORAN LAMA,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,POLDA METRO JAYA,,,KEBAYORAN LAMA,Manipulasi data autentik secara elektronik (ITE),10
2024,POLDA METRO JAYA,,,KEBAYORAN LAMA,Memasuki Pekarangan Tanpa Ijin,1
2024,POLDA METRO JAYA,,,KEBAYORAN LAMA,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,,,KEBAYORAN LAMA,Pemalsuan Surat Otentik,2
2024,POLDA METRO JAYA,,,KEBAYORAN LAMA,Pemerasan Dan Pengancaman,1
2024,POLDA METRO JAYA,,,KEBAYORAN LAMA,Penggelapan,10
2024,POLDA METRO JAYA,,,KEBAYORAN LAMA,Penipuan / Perbuatan Curang,8
2024,POLDA METRO JAYA,,,KEBAYORAN LAMA,Penyerobotan Tanah,1
2024,POLDA METRO JAYA,,,KEBAYORAN LAMA,Perbankan,1
2024,POLDA METRO JAYA,,,KEBAYORAN LAMA,Perkosaan,1
2024,POLDA METRO JAYA,,,KEBON JERUK,,23
2024,POLDA METRO JAYA,,,KEBON JERUK,Cukai,1
2024,POLDA METRO JAYA,,,KEBON JERUK,Kejahatan Pasar Modal,1
2024,POLDA METRO JAYA,,,KEBON JERUK,Manipulasi data autentik secara elektronik (ITE),5
2024,POLDA METRO JAYA,,,KEBON JERUK,Narkotika ( Narkoba ),2
2024,POLDA METRO JAYA,,,KEBON JERUK,Pengaduan Palsu,1
2024,POLDA METRO JAYA,,,KEBON JERUK,Penggelapan,3
2024,POLDA METRO JAYA,,,KEBON JERUK,Penipuan / Perbuatan Curang,3
2024,POLDA METRO JAYA,,,KEBON JERUK,Perdagangan Manusia / Trafficking In Person / Tppo (dalam Negeri),1
2024,POLDA METRO JAYA,,,KELAPA GADING,,33
2024,POLDA METRO JAYA,,,KELAPA GADING,Kejahatan Tentang Tenaga Kerja,1
2024,POLDA METRO JAYA,,,KELAPA GADING,Manipulasi data autentik secara elektronik (ITE),6
2024,POLDA METRO JAYA,,,KELAPA GADING,Penculikan,1
2024,POLDA METRO JAYA,,,KELAPA GADING,Penganiayaan,1
2024,POLDA METRO JAYA,,,KELAPA GADING,Penggelapan,2
2024,POLDA METRO JAYA,,,KELAPA GADING,Penipuan / Perbuatan Curang,5
2024,POLDA METRO JAYA,,,KELAPA GADING,Perlindungan Konsumen,1
2024,POLDA METRO JAYA,,,KEMAYORAN,,23
2024,POLDA METRO JAYA,,,KEMAYORAN,Manipulasi data autentik secara elektronik (ITE),4
2024,POLDA METRO JAYA,,,KEMAYORAN,Memasuki Pekarangan Tanpa Ijin,1
2024,POLDA METRO JAYA,,,KEMAYORAN,Narkotika ( Narkoba ),9
2024,POLDA METRO JAYA,,,KEMAYORAN,Pemalsuan Surat Otentik,2
2024,POLDA METRO JAYA,,,KEMAYORAN,Pencurian Biasa,2
2024,POLDA METRO JAYA,,,KEMAYORAN,Pencurian Dengan Pemberatan ( Curat ),2
2024,POLDA METRO JAYA,,,KEMAYORAN,Pengeroyokan,2
2024,POLDA METRO JAYA,,,KEMAYORAN,Pengerusakan,1
2024,POLDA METRO JAYA,,,KEMAYORAN,Penggelapan,3
2024,POLDA METRO JAYA,,,KEMAYORAN,Penipuan / Perbuatan Curang,7
2024,POLDA METRO JAYA,,,KEMAYORAN,Sumpah Palsu Dan Keterangan Palsu,1
2024,POLDA METRO JAYA,,,KEMBANGAN,,25
2024,POLDA METRO JAYA,,,KEMBANGAN,Kejahatan Tentang Perindustrian,1
2024,POLDA METRO JAYA,,,KEMBANGAN,Kejahatan Tentang Tenaga Kerja,1
2024,POLDA METRO JAYA,,,KEMBANGAN,Manipulasi data autentik secara elektronik (ITE),7
2024,POLDA METRO JAYA,,,KEMBANGAN,Pemalsuan Surat Otentik,2
2024,POLDA METRO JAYA,,,KEMBANGAN,Pencurian Biasa,1
2024,POLDA METRO JAYA,,,KEMBANGAN,Pencurian Dengan Pemberatan ( Curat ),3
2024,POLDA METRO JAYA,,,KEMBANGAN,Pengancaman,1
2024,POLDA METRO JAYA,,,KEMBANGAN,Penganiayaan,1
2024,POLDA METRO JAYA,,,KEMBANGAN,Pengerusakan,1
2024,POLDA METRO JAYA,,,KEMBANGAN,Penggelapan,1
2024,POLDA METRO JAYA,,,KEMBANGAN,Penipuan / Perbuatan Curang,4
2024,POLDA METRO JAYA,,,KEMBANGAN,Perbankan,2
2024,POLDA METRO JAYA,,,KEMBANGAN,Tindak Pidana Dalam Perlindungan Anak,1
2024,POLDA METRO JAYA,,,KEPULAUAN SERIBU SELATAN,,3
2024,POLDA METRO JAYA,,,KOJA,,2
2024,POLDA METRO JAYA,,,KOJA,Narkotika ( Narkoba ),2
2024,POLDA METRO JAYA,,,KOJA,Pemalsuan Surat Otentik,2
2024,POLDA METRO JAYA,,,KOJA,Penggelapan,1
2024,POLDA METRO JAYA,,,KOJA,Penipuan / Perbuatan Curang,1
2024,POLDA METRO JAYA,,,KRAMAT JATI,,15
2024,POLDA METRO JAYA,,,KRAMAT JATI,Kekerasan Dalam Rumah Tangga,1
2024,POLDA METRO JAYA,,,KRAMAT JATI,Manipulasi data autentik secara elektronik (ITE),8
2024,POLDA METRO JAYA,,,KRAMAT JATI,Narkotika ( Narkoba ),2
2024,POLDA METRO JAYA,,,KRAMAT JATI,Pencemaran Nama Baik,1
2024,POLDA METRO JAYA,,,KRAMAT JATI,Penipuan / Perbuatan Curang,1
2024,POLDA METRO JAYA,,,MAKASAR,,8
2024,POLDA METRO JAYA,,,MAKASAR,Manipulasi data autentik secara elektronik (ITE),6
2024,POLDA METRO JAYA,,,MAKASAR,Narkotika ( Narkoba ),2
2024,POLDA METRO JAYA,,,MAKASAR,Pencurian Dengan Pemberatan ( Curat ),1
2024,POLDA METRO JAYA,,,MAKASAR,Penggelapan,1
2024,POLDA METRO JAYA,,,MAKASAR,Penipuan / Perbuatan Curang,1
2024,POLDA METRO JAYA,,,MAMPANG PRAPATAN,,28
2024,POLDA METRO JAYA,,,MAMPANG PRAPATAN,Kejahatan Terkait Pangan,1
2024,POLDA METRO JAYA,,,MAMPANG PRAPATAN,Kejahatan Terkait Perlindungan Data Pribadi,1
2024,POLDA METRO JAYA,,,MAMPANG PRAPATAN,Manipulasi data autentik secara elektronik (ITE),15
2024,POLDA METRO JAYA,,,MAMPANG PRAPATAN,Memasuki Pekarangan Tanpa Ijin,3
2024,POLDA METRO JAYA,,,MAMPANG PRAPATAN,Mengakibatkan Orang Luka,1
2024,POLDA METRO JAYA,,,MAMPANG PRAPATAN,Narkotika ( Narkoba ),2
2024,POLDA METRO JAYA,,,MAMPANG PRAPATAN,Pencurian Biasa,2
2024,POLDA METRO JAYA,,,MAMPANG PRAPATAN,Penganiayaan,3
2024,POLDA METRO JAYA,,,MAMPANG PRAPATAN,Pengerusakan,1
2024,POLDA METRO JAYA,,,MAMPANG PRAPATAN,Penggelapan,3
2024,POLDA METRO JAYA,,,MAMPANG PRAPATAN,Penipuan / Perbuatan Curang,4
2024,POLDA METRO JAYA,,,MAMPANG PRAPATAN,Tindak Pidana Transfer Dana,1
2024,POLDA METRO JAYA,,,MATRAMAN,,8
2024,POLDA METRO JAYA,,,MATRAMAN,Manipulasi data autentik secara elektronik (ITE),3
2024,POLDA METRO JAYA,,,MATRAMAN,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,,,MATRAMAN,Pencurian Dengan Pemberatan ( Curat ),1
2024,POLDA METRO JAYA,,,MATRAMAN,Penggelapan,2
2024,POLDA METRO JAYA,,,MATRAMAN,Penipuan / Perbuatan Curang,2
2024,POLDA METRO JAYA,,,MENTENG,,38
2024,POLDA METRO JAYA,,,MENTENG,Manipulasi data autentik secara elektronik (ITE),11
2024,POLDA METRO JAYA,,,MENTENG,Memasuki Pekarangan Tanpa Ijin,1
2024,POLDA METRO JAYA,,,MENTENG,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,,,MENTENG,Pemalsuan Surat Otentik,1
2024,POLDA METRO JAYA,,,MENTENG,Pencurian Biasa,3
2024,POLDA METRO JAYA,,,MENTENG,Pengerusakan,1
2024,POLDA METRO JAYA,,,MENTENG,Penggelapan,3
2024,POLDA METRO JAYA,,,MENTENG,Penipuan / Perbuatan Curang,9
2024,POLDA METRO JAYA,,,MENTENG,Perbankan,3
2024,POLDA METRO JAYA,,,MENTENG,Sengaja Menimbulkan Kebakaran/banjir (pembakaran),1
2024,POLDA METRO JAYA,,,PADEMANGAN,,12
2024,POLDA METRO JAYA,,,PADEMANGAN,Manipulasi data autentik secara elektronik (ITE),2
2024,POLDA METRO JAYA,,,PADEMANGAN,Narkotika ( Narkoba ),1
2024,POLDA METRO JAYA,,,PADEMANGAN,Pemalsuan Surat Otentik,1
2024,POLDA METRO JAYA,,,PADEMANGAN,Pencurian Biasa,1
2024,POLDA METRO JAYA,,,PADEMANGAN,Pencurian Dengan Pemberatan ( Curat ),1
2024,POLDA METRO JAYA,,,PADEMANGAN,Penggelapan,1
